10.13.7.5	10.15.0.2	1.14111328125	373.682128906
10.3.5.9	10.1.0.7	0.152099609375	73.828125
10.14.1.4	10.3.2.2	0.133056640625	87.6489257812
10.14.1.5	10.10.0.2	0.1240234375	106.449951172
10.7.5.9	10.8.1.5	0.1240234375	102.458007812
10.7.7.3	10.8.6.6	1.53295898438	103.523925781
10.7.7.5	10.1.0.4	0.1259765625	46.41796875
10.7.7.7	10.2.5.4	0.123779296875	46.8330078125
10.7.7.6	10.12.4.8	0.131103515625	32.8879394531
10.2.7.3	10.6.5.2	0.1181640625	32.1430664062
10.1.0.6	10.8.3.6	0.1220703125	31.7629394531
10.0.5.7	10.2.1.3	0.119384765625	37.3530273438
10.2.1.2	10.14.2.5	0.121826171875	26.4711914062
10.2.6.8	10.0.4.8	0.201171875	28.9399414062
10.10.3.4	10.2.5.5	0.1201171875	20.7060546875
10.1.5.7	10.0.1.9	0.1298828125	28.947265625
10.0.2.4	10.15.4.8	0.12109375	41.0280761719
10.0.3.4	10.7.0.9	0.1220703125	49.7448730469
10.2.6.7	10.7.7.9	0.15283203125	38.4091796875
10.12.7.5	10.11.7.8	0.1240234375	45.8017578125
10.0.4.7	10.7.7.4	0.536865234375	37.0732421875
10.12.7.3	10.2.2.9	0.127197265625	39.5100097656
10.4.0.3	10.4.0.8	0.117919921875	37.5021972656
10.12.6.7	10.4.3.7	0.149169921875	45.1770019531
10.4.0.4	10.12.2.8	0.125	56.4140625
10.15.2.8	10.12.1.9	0.119140625	33.0729980469
10.4.0.6	10.2.2.6	0.138916015625	21.3051757812
10.0.3.2	10.11.5.8	0.119140625	24.2861328125
10.0.3.3	10.14.3.3	0.125	19.8459472656
10.13.4.7	10.7.2.9	0.120361328125	26.8740234375
10.1.7.9	10.9.2.3	0.118896484375	29.8820800781
10.4.3.9	10.5.4.6	0.12109375	18.9040527344
10.13.5.7	10.13.3.5	0.120849609375	14.76171875
10.0.3.8	10.7.3.8	0.135986328125	43.5361328125
10.0.3.9	10.15.1.7	0.168212890625	13.5510253906
10.10.3.8	10.9.4.7	0.140869140625	18.4599609375
10.1.7.2	10.3.6.9	0.123046875	13.5458984375
10.14.5.6	10.9.4.9	0.120361328125	14.0268554688
10.0.1.2	10.1.4.2	0.119140625	20.7800292969
10.1.5.9	10.8.3.9	0.1181640625	13.4379882812
10.11.3.5	10.1.0.8	0.12109375	19.9660644531
10.0.1.6	10.13.6.5	0.178955078125	24.9150390625
10.0.1.7	10.7.1.6	0.231201171875	42.6430664062
10.1.5.5	10.6.4.4	0.1240234375	19.7739257812
10.1.5.4	10.4.1.4	0.1181640625	21.8999023438
10.0.4.3	10.6.2.3	0.119140625	20.41796875
10.1.5.3	10.9.7.5	0.122802734375	39.830078125
10.6.3.9	10.13.0.9	0.121826171875	18.3049316406
10.15.3.7	10.6.7.3	0.1240234375	17.7849121094
10.1.3.8	10.1.2.3	0.14208984375	17.8168945312
10.8.2.3	10.14.1.7	2.96704101562	18.76171875
10.6.3.8	10.8.1.2	0.1201171875	19.0070800781
10.10.7.7	10.4.2.4	0.12890625	24.8659667969
10.0.7.6	10.6.3.3	0.13720703125	20.9072265625
10.1.3.2	10.0.0.9	0.1337890625	17.2202148438
10.3.2.6	10.14.1.2	0.138916015625	22.4453125
10.0.7.3	10.4.0.7	0.1328125	21.9909667969
10.1.3.5	10.14.6.9	0.162841796875	23.1020507812
10.12.4.6	10.2.7.7	0.13623046875	16.3076171875
10.7.3.5	10.4.1.6	0.133056640625	21.0561523438
10.4.5.6	10.5.5.7	0.134033203125	15.794921875
10.7.3.7	10.15.7.4	0.135986328125	14.1518554688
10.7.3.6	10.2.7.5	0.1201171875	21.8557128906
10.14.3.8	10.0.7.5	0.12109375	19.8190917969
10.14.3.9	10.11.5.2	0.125	17.9929199219
10.6.4.7	10.15.7.5	0.131103515625	25.7370605469
10.10.7.2	10.5.6.3	0.135986328125	16.0998535156
10.6.5.7	10.11.4.8	0.1201171875	16.251953125
10.7.2.8	10.3.3.8	0.1201171875	14.1501464844
10.12.1.2	10.0.4.2	0.123046875	47.5229492188
10.10.6.8	10.12.5.4	0.126708984375	27.5649414062
10.14.5.2	10.4.1.5	0.121826171875	22.5490722656
10.12.1.3	10.6.5.5	0.119873046875	18.0849609375
10.7.2.4	10.5.1.2	0.13671875	22.5280761719
10.7.2.5	10.12.3.2	0.125	16.9831542969
10.10.6.5	10.15.7.9	0.1298828125	17.9790039062
10.10.6.4	10.4.5.4	0.22412109375	22.9848632812
10.3.2.9	10.7.6.2	0.125	26.9919433594
10.10.4.2	10.10.2.5	0.128173828125	22.6638183594
10.0.6.7	10.2.4.6	0.136962890625	23.8220214844
10.4.7.7	10.12.6.6	0.19189453125	25.0710449219
10.4.7.5	10.2.6.5	0.121826171875	32.1369628906
10.0.2.7	10.14.6.4	0.77099609375	22.951171875
10.12.4.9	10.2.5.7	0.12109375	21.4379882812
10.8.0.5	10.10.1.6	0.120849609375	14.0827636719
10.13.2.2	10.14.1.9	0.138916015625	22.0302734375
10.4.5.8	10.2.5.9	0.1240234375	32.0090332031
10.10.7.9	10.4.4.4	0.151123046875	27.25390625
10.14.4.7	10.7.3.4	0.1220703125	12.8198242188
10.12.4.4	10.7.6.9	0.1240234375	12.9760742188
10.12.5.7	10.9.7.9	0.1220703125	18.3420410156
10.5.2.9	10.14.0.9	0.126953125	21.3881835938
10.12.5.2	10.12.7.2	0.122802734375	12.1428222656
10.12.5.3	10.0.3.6	0.14697265625	15.0600585938
10.0.2.9	10.15.6.9	0.12109375	12.541015625
10.0.2.8	10.6.5.4	0.1337890625	12.0910644531
10.5.2.2	10.15.1.5	0.14404296875	11.9001464844
10.13.3.3	10.12.7.4	0.15771484375	23.2880859375
10.9.1.6	10.10.4.7	0.32177734375	31.5249023438
10.4.2.7	10.0.3.5	0.152099609375	21.2451171875
10.5.2.7	10.1.7.5	0.1201171875	16.9487304688
10.5.2.4	10.15.6.8	0.119873046875	19.5710449219
10.5.2.5	10.8.7.8	0.1240234375	16.876953125
10.5.0.8	10.13.6.7	0.126220703125	14.1469726562
10.5.4.7	10.13.0.6	0.12109375	11.9047851562
10.3.4.6	10.2.4.5	0.134765625	20.1171875
10.10.2.2	10.13.7.4	0.120849609375	21.0241699219
10.3.1.2	10.13.0.2	0.130859375	12.3640136719
