id,ip,layer,mac,dpid
18_15_11,10.18.15.11,3,00:00:00:12:0f:0b,0000000000120f0b
18_15_12,10.18.15.12,3,00:00:00:12:0f:0c,0000000000120f0c
18_15_13,10.18.15.13,3,00:00:00:12:0f:0d,0000000000120f0d
18_15_14,10.18.15.14,3,00:00:00:12:0f:0e,0000000000120f0e
18_15_15,10.18.15.15,3,00:00:00:12:0f:0f,0000000000120f0f
18_15_16,10.18.15.16,3,00:00:00:12:0f:10,0000000000120f10
18_15_17,10.18.15.17,3,00:00:00:12:0f:11,0000000000120f11
27_7_16,10.27.7.16,3,00:00:00:1b:07:10,00000000001b0710
27_7_17,10.27.7.17,3,00:00:00:1b:07:11,00000000001b0711
27_7_14,10.27.7.14,3,00:00:00:1b:07:0e,00000000001b070e
18_13_16,10.18.13.16,3,00:00:00:12:0d:10,0000000000120d10
18_13_17,10.18.13.17,3,00:00:00:12:0d:11,0000000000120d11
18_13_14,10.18.13.14,3,00:00:00:12:0d:0e,0000000000120d0e
18_13_15,10.18.13.15,3,00:00:00:12:0d:0f,0000000000120d0f
18_13_12,10.18.13.12,3,00:00:00:12:0d:0c,0000000000120d0c
18_13_13,10.18.13.13,3,00:00:00:12:0d:0d,0000000000120d0d
18_13_10,10.18.13.10,3,00:00:00:12:0d:0a,0000000000120d0a
18_13_11,10.18.13.11,3,00:00:00:12:0d:0b,0000000000120d0b
27_7_12,10.27.7.12,3,00:00:00:1b:07:0c,00000000001b070c
27_7_13,10.27.7.13,3,00:00:00:1b:07:0d,00000000001b070d
27_7_10,10.27.7.10,3,00:00:00:1b:07:0a,00000000001b070a
27_7_11,10.27.7.11,3,00:00:00:1b:07:0b,00000000001b070b
29_1_17,10.29.1.17,3,00:00:00:1d:01:11,00000000001d0111
6_2_15,10.6.2.15,3,00:00:00:06:02:0f,000000000006020f
6_2_14,10.6.2.14,3,00:00:00:06:02:0e,000000000006020e
6_2_17,10.6.2.17,3,00:00:00:06:02:11,0000000000060211
6_2_16,10.6.2.16,3,00:00:00:06:02:10,0000000000060210
2_6_9,10.2.6.9,3,00:00:00:02:06:09,0000000000020609
2_6_8,10.2.6.8,3,00:00:00:02:06:08,0000000000020608
6_2_13,10.6.2.13,3,00:00:00:06:02:0d,000000000006020d
6_2_12,10.6.2.12,3,00:00:00:06:02:0c,000000000006020c
2_6_5,10.2.6.5,3,00:00:00:02:06:05,0000000000020605
2_6_4,10.2.6.4,3,00:00:00:02:06:04,0000000000020604
2_6_7,10.2.6.7,3,00:00:00:02:06:07,0000000000020607
2_6_6,10.2.6.6,3,00:00:00:02:06:06,0000000000020606
2_6_3,10.2.6.3,3,00:00:00:02:06:03,0000000000020603
2_6_2,10.2.6.2,3,00:00:00:02:06:02,0000000000020602
30_0_17,10.30.0.17,3,00:00:00:1e:00:11,00000000001e0011
30_0_16,10.30.0.16,3,00:00:00:1e:00:10,00000000001e0010
30_0_15,10.30.0.15,3,00:00:00:1e:00:0f,00000000001e000f
30_0_14,10.30.0.14,3,00:00:00:1e:00:0e,00000000001e000e
30_0_13,10.30.0.13,3,00:00:00:1e:00:0d,00000000001e000d
30_0_12,10.30.0.12,3,00:00:00:1e:00:0c,00000000001e000c
30_0_11,10.30.0.11,3,00:00:00:1e:00:0b,00000000001e000b
30_0_10,10.30.0.10,3,00:00:00:1e:00:0a,00000000001e000a
11_2_4,10.11.2.4,3,00:00:00:0b:02:04,00000000000b0204
5_2_8,10.5.2.8,3,00:00:00:05:02:08,0000000000050208
5_2_9,10.5.2.9,3,00:00:00:05:02:09,0000000000050209
18_11_14,10.18.11.14,3,00:00:00:12:0b:0e,0000000000120b0e
18_11_15,10.18.11.15,3,00:00:00:12:0b:0f,0000000000120b0f
18_11_16,10.18.11.16,3,00:00:00:12:0b:10,0000000000120b10
5_2_5,10.5.2.5,3,00:00:00:05:02:05,0000000000050205
5_2_2,10.5.2.2,3,00:00:00:05:02:02,0000000000050202
5_2_3,10.5.2.3,3,00:00:00:05:02:03,0000000000050203
18_11_12,10.18.11.12,3,00:00:00:12:0b:0c,0000000000120b0c
18_11_13,10.18.11.13,3,00:00:00:12:0b:0d,0000000000120b0d
13_4_8,10.13.4.8,3,00:00:00:0d:04:08,00000000000d0408
13_4_9,10.13.4.9,3,00:00:00:0d:04:09,00000000000d0409
13_4_2,10.13.4.2,3,00:00:00:0d:04:02,00000000000d0402
13_4_3,10.13.4.3,3,00:00:00:0d:04:03,00000000000d0403
13_4_6,10.13.4.6,3,00:00:00:0d:04:06,00000000000d0406
13_4_7,10.13.4.7,3,00:00:00:0d:04:07,00000000000d0407
13_4_4,10.13.4.4,3,00:00:00:0d:04:04,00000000000d0404
13_4_5,10.13.4.5,3,00:00:00:0d:04:05,00000000000d0405
7_13_16,10.7.13.16,3,00:00:00:07:0d:10,0000000000070d10
30_6_11,10.30.6.11,3,00:00:00:1e:06:0b,00000000001e060b
30_6_10,10.30.6.10,3,00:00:00:1e:06:0a,00000000001e060a
30_6_13,10.30.6.13,3,00:00:00:1e:06:0d,00000000001e060d
30_6_12,10.30.6.12,3,00:00:00:1e:06:0c,00000000001e060c
30_6_15,10.30.6.15,3,00:00:00:1e:06:0f,00000000001e060f
30_6_14,10.30.6.14,3,00:00:00:1e:06:0e,00000000001e060e
30_6_17,10.30.6.17,3,00:00:00:1e:06:11,00000000001e0611
30_6_16,10.30.6.16,3,00:00:00:1e:06:10,00000000001e0610
0_9_16,10.0.9.16,3,00:00:00:00:09:10,0000000000000910
0_9_17,10.0.9.17,3,00:00:00:00:09:11,0000000000000911
0_9_14,10.0.9.14,3,00:00:00:00:09:0e,000000000000090e
0_9_15,10.0.9.15,3,00:00:00:00:09:0f,000000000000090f
0_9_12,10.0.9.12,3,00:00:00:00:09:0c,000000000000090c
0_9_13,10.0.9.13,3,00:00:00:00:09:0d,000000000000090d
0_9_10,10.0.9.10,3,00:00:00:00:09:0a,000000000000090a
0_9_11,10.0.9.11,3,00:00:00:00:09:0b,000000000000090b
14_0_9,10.14.0.9,3,00:00:00:0e:00:09,00000000000e0009
14_0_8,10.14.0.8,3,00:00:00:0e:00:08,00000000000e0008
14_0_3,10.14.0.3,3,00:00:00:0e:00:03,00000000000e0003
14_0_2,10.14.0.2,3,00:00:00:0e:00:02,00000000000e0002
14_0_5,10.14.0.5,3,00:00:00:0e:00:05,00000000000e0005
14_0_4,10.14.0.4,3,00:00:00:0e:00:04,00000000000e0004
14_0_7,10.14.0.7,3,00:00:00:0e:00:07,00000000000e0007
14_0_6,10.14.0.6,3,00:00:00:0e:00:06,00000000000e0006
18_8_8,10.18.8.8,3,00:00:00:12:08:08,0000000000120808
17_3_5,10.17.3.5,3,00:00:00:11:03:05,0000000000110305
17_3_4,10.17.3.4,3,00:00:00:11:03:04,0000000000110304
17_3_7,10.17.3.7,3,00:00:00:11:03:07,0000000000110307
17_3_6,10.17.3.6,3,00:00:00:11:03:06,0000000000110306
17_3_3,10.17.3.3,3,00:00:00:11:03:03,0000000000110303
17_3_2,10.17.3.2,3,00:00:00:11:03:02,0000000000110302
17_3_9,10.17.3.9,3,00:00:00:11:03:09,0000000000110309
17_3_8,10.17.3.8,3,00:00:00:11:03:08,0000000000110308
16_15_2,10.16.15.2,3,00:00:00:10:0f:02,0000000000100f02
16_15_3,10.16.15.3,3,00:00:00:10:0f:03,0000000000100f03
16_15_4,10.16.15.4,3,00:00:00:10:0f:04,0000000000100f04
16_15_5,10.16.15.5,3,00:00:00:10:0f:05,0000000000100f05
16_15_6,10.16.15.6,3,00:00:00:10:0f:06,0000000000100f06
16_15_7,10.16.15.7,3,00:00:00:10:0f:07,0000000000100f07
16_15_8,10.16.15.8,3,00:00:00:10:0f:08,0000000000100f08
16_15_9,10.16.15.9,3,00:00:00:10:0f:09,0000000000100f09
29_11_4,10.29.11.4,3,00:00:00:1d:0b:04,00000000001d0b04
29_11_5,10.29.11.5,3,00:00:00:1d:0b:05,00000000001d0b05
29_11_2,10.29.11.2,3,00:00:00:1d:0b:02,00000000001d0b02
29_11_3,10.29.11.3,3,00:00:00:1d:0b:03,00000000001d0b03
19_11_9,10.19.11.9,3,00:00:00:13:0b:09,0000000000130b09
19_11_8,10.19.11.8,3,00:00:00:13:0b:08,0000000000130b08
19_11_3,10.19.11.3,3,00:00:00:13:0b:03,0000000000130b03
19_11_2,10.19.11.2,3,00:00:00:13:0b:02,0000000000130b02
19_11_5,10.19.11.5,3,00:00:00:13:0b:05,0000000000130b05
19_11_4,10.19.11.4,3,00:00:00:13:0b:04,0000000000130b04
19_11_7,10.19.11.7,3,00:00:00:13:0b:07,0000000000130b07
19_11_6,10.19.11.6,3,00:00:00:13:0b:06,0000000000130b06
20_8_12,10.20.8.12,3,00:00:00:14:08:0c,000000000014080c
20_8_13,10.20.8.13,3,00:00:00:14:08:0d,000000000014080d
20_8_10,10.20.8.10,3,00:00:00:14:08:0a,000000000014080a
20_8_11,10.20.8.11,3,00:00:00:14:08:0b,000000000014080b
20_8_16,10.20.8.16,3,00:00:00:14:08:10,0000000000140810
20_8_17,10.20.8.17,3,00:00:00:14:08:11,0000000000140811
20_8_14,10.20.8.14,3,00:00:00:14:08:0e,000000000014080e
20_8_15,10.20.8.15,3,00:00:00:14:08:0f,000000000014080f
8_15_2,10.8.15.2,3,00:00:00:08:0f:02,0000000000080f02
8_15_3,10.8.15.3,3,00:00:00:08:0f:03,0000000000080f03
8_15_6,10.8.15.6,3,00:00:00:08:0f:06,0000000000080f06
8_15_7,10.8.15.7,3,00:00:00:08:0f:07,0000000000080f07
8_15_4,10.8.15.4,3,00:00:00:08:0f:04,0000000000080f04
8_15_5,10.8.15.5,3,00:00:00:08:0f:05,0000000000080f05
10_9_15,10.10.9.15,3,00:00:00:0a:09:0f,00000000000a090f
2_0_13,10.2.0.13,3,00:00:00:02:00:0d,000000000002000d
13_3_9,10.13.3.9,3,00:00:00:0d:03:09,00000000000d0309
13_3_8,10.13.3.8,3,00:00:00:0d:03:08,00000000000d0308
21_6_7,10.21.6.7,3,00:00:00:15:06:07,0000000000150607
21_6_6,10.21.6.6,3,00:00:00:15:06:06,0000000000150606
21_6_5,10.21.6.5,3,00:00:00:15:06:05,0000000000150605
21_6_4,10.21.6.4,3,00:00:00:15:06:04,0000000000150604
13_3_3,10.13.3.3,3,00:00:00:0d:03:03,00000000000d0303
13_3_2,10.13.3.2,3,00:00:00:0d:03:02,00000000000d0302
13_3_5,10.13.3.5,3,00:00:00:0d:03:05,00000000000d0305
13_3_4,10.13.3.4,3,00:00:00:0d:03:04,00000000000d0304
13_3_7,10.13.3.7,3,00:00:00:0d:03:07,00000000000d0307
13_3_6,10.13.3.6,3,00:00:00:0d:03:06,00000000000d0306
2_0_12,10.2.0.12,3,00:00:00:02:00:0c,000000000002000c
8_1_16,10.8.1.16,3,00:00:00:08:01:10,0000000000080110
8_1_17,10.8.1.17,3,00:00:00:08:01:11,0000000000080111
8_1_14,10.8.1.14,3,00:00:00:08:01:0e,000000000008010e
8_1_15,10.8.1.15,3,00:00:00:08:01:0f,000000000008010f
8_1_12,10.8.1.12,3,00:00:00:08:01:0c,000000000008010c
8_1_13,10.8.1.13,3,00:00:00:08:01:0d,000000000008010d
8_1_10,10.8.1.10,3,00:00:00:08:01:0a,000000000008010a
8_1_11,10.8.1.11,3,00:00:00:08:01:0b,000000000008010b
26_5_3,10.26.5.3,3,00:00:00:1a:05:03,00000000001a0503
26_5_2,10.26.5.2,3,00:00:00:1a:05:02,00000000001a0502
11_0_8,10.11.0.8,3,00:00:00:0b:00:08,00000000000b0008
11_0_9,10.11.0.9,3,00:00:00:0b:00:09,00000000000b0009
26_15_17,10.26.15.17,3,00:00:00:1a:0f:11,00000000001a0f11
11_0_4,10.11.0.4,3,00:00:00:0b:00:04,00000000000b0004
11_0_5,10.11.0.5,3,00:00:00:0b:00:05,00000000000b0005
11_0_6,10.11.0.6,3,00:00:00:0b:00:06,00000000000b0006
11_0_7,10.11.0.7,3,00:00:00:0b:00:07,00000000000b0007
11_0_2,10.11.0.2,3,00:00:00:0b:00:02,00000000000b0002
11_0_3,10.11.0.3,3,00:00:00:0b:00:03,00000000000b0003
2_4_13,10.2.4.13,3,00:00:00:02:04:0d,000000000002040d
2_4_12,10.2.4.12,3,00:00:00:02:04:0c,000000000002040c
2_4_11,10.2.4.11,3,00:00:00:02:04:0b,000000000002040b
2_4_10,10.2.4.10,3,00:00:00:02:04:0a,000000000002040a
2_4_17,10.2.4.17,3,00:00:00:02:04:11,0000000000020411
2_4_16,10.2.4.16,3,00:00:00:02:04:10,0000000000020410
2_4_15,10.2.4.15,3,00:00:00:02:04:0f,000000000002040f
2_4_14,10.2.4.14,3,00:00:00:02:04:0e,000000000002040e
8_7_10,10.8.7.10,3,00:00:00:08:07:0a,000000000008070a
8_7_11,10.8.7.11,3,00:00:00:08:07:0b,000000000008070b
8_7_12,10.8.7.12,3,00:00:00:08:07:0c,000000000008070c
8_7_13,10.8.7.13,3,00:00:00:08:07:0d,000000000008070d
8_7_14,10.8.7.14,3,00:00:00:08:07:0e,000000000008070e
8_7_15,10.8.7.15,3,00:00:00:08:07:0f,000000000008070f
8_7_16,10.8.7.16,3,00:00:00:08:07:10,0000000000080710
8_7_17,10.8.7.17,3,00:00:00:08:07:11,0000000000080711
10_13_4,10.10.13.4,3,00:00:00:0a:0d:04,00000000000a0d04
10_13_5,10.10.13.5,3,00:00:00:0a:0d:05,00000000000a0d05
10_13_6,10.10.13.6,3,00:00:00:0a:0d:06,00000000000a0d06
10_13_7,10.10.13.7,3,00:00:00:0a:0d:07,00000000000a0d07
23_10_15,10.23.10.15,3,00:00:00:17:0a:0f,0000000000170a0f
23_10_14,10.23.10.14,3,00:00:00:17:0a:0e,0000000000170a0e
10_13_2,10.10.13.2,3,00:00:00:0a:0d:02,00000000000a0d02
10_13_3,10.10.13.3,3,00:00:00:0a:0d:03,00000000000a0d03
10_13_8,10.10.13.8,3,00:00:00:0a:0d:08,00000000000a0d08
10_13_9,10.10.13.9,3,00:00:00:0a:0d:09,00000000000a0d09
28_11_16,10.28.11.16,3,00:00:00:1c:0b:10,00000000001c0b10
12_3_8,10.12.3.8,3,00:00:00:0c:03:08,00000000000c0308
12_3_9,10.12.3.9,3,00:00:00:0c:03:09,00000000000c0309
12_3_2,10.12.3.2,3,00:00:00:0c:03:02,00000000000c0302
12_3_3,10.12.3.3,3,00:00:00:0c:03:03,00000000000c0303
12_3_4,10.12.3.4,3,00:00:00:0c:03:04,00000000000c0304
12_3_5,10.12.3.5,3,00:00:00:0c:03:05,00000000000c0305
12_3_6,10.12.3.6,3,00:00:00:0c:03:06,00000000000c0306
12_3_7,10.12.3.7,3,00:00:00:0c:03:07,00000000000c0307
22_1_10,10.22.1.10,3,00:00:00:16:01:0a,000000000016010a
30_11_13,10.30.11.13,3,00:00:00:1e:0b:0d,00000000001e0b0d
17_9_13,10.17.9.13,3,00:00:00:11:09:0d,000000000011090d
17_9_12,10.17.9.12,3,00:00:00:11:09:0c,000000000011090c
17_9_11,10.17.9.11,3,00:00:00:11:09:0b,000000000011090b
17_9_10,10.17.9.10,3,00:00:00:11:09:0a,000000000011090a
17_9_17,10.17.9.17,3,00:00:00:11:09:11,0000000000110911
17_9_16,10.17.9.16,3,00:00:00:11:09:10,0000000000110910
17_9_15,10.17.9.15,3,00:00:00:11:09:0f,000000000011090f
17_9_14,10.17.9.14,3,00:00:00:11:09:0e,000000000011090e
4_6_9,10.4.6.9,3,00:00:00:04:06:09,0000000000040609
4_6_8,10.4.6.8,3,00:00:00:04:06:08,0000000000040608
30_11_10,10.30.11.10,3,00:00:00:1e:0b:0a,00000000001e0b0a
27_6_9,10.27.6.9,3,00:00:00:1b:06:09,00000000001b0609
27_6_8,10.27.6.8,3,00:00:00:1b:06:08,00000000001b0608
27_6_5,10.27.6.5,3,00:00:00:1b:06:05,00000000001b0605
27_6_4,10.27.6.4,3,00:00:00:1b:06:04,00000000001b0604
27_6_7,10.27.6.7,3,00:00:00:1b:06:07,00000000001b0607
27_6_6,10.27.6.6,3,00:00:00:1b:06:06,00000000001b0606
27_6_3,10.27.6.3,3,00:00:00:1b:06:03,00000000001b0603
27_6_2,10.27.6.2,3,00:00:00:1b:06:02,00000000001b0602
16_8_3,10.16.8.3,3,00:00:00:10:08:03,0000000000100803
16_8_2,10.16.8.2,3,00:00:00:10:08:02,0000000000100802
16_8_7,10.16.8.7,3,00:00:00:10:08:07,0000000000100807
16_8_6,10.16.8.6,3,00:00:00:10:08:06,0000000000100806
16_8_5,10.16.8.5,3,00:00:00:10:08:05,0000000000100805
16_8_4,10.16.8.4,3,00:00:00:10:08:04,0000000000100804
23_15_12,10.23.15.12,3,00:00:00:17:0f:0c,0000000000170f0c
23_15_13,10.23.15.13,3,00:00:00:17:0f:0d,0000000000170f0d
16_8_9,10.16.8.9,3,00:00:00:10:08:09,0000000000100809
16_8_8,10.16.8.8,3,00:00:00:10:08:08,0000000000100808
23_15_16,10.23.15.16,3,00:00:00:17:0f:10,0000000000170f10
23_15_17,10.23.15.17,3,00:00:00:17:0f:11,0000000000170f11
23_15_14,10.23.15.14,3,00:00:00:17:0f:0e,0000000000170f0e
23_15_15,10.23.15.15,3,00:00:00:17:0f:0f,0000000000170f0f
9_5_11,10.9.5.11,3,00:00:00:09:05:0b,000000000009050b
9_5_10,10.9.5.10,3,00:00:00:09:05:0a,000000000009050a
9_5_13,10.9.5.13,3,00:00:00:09:05:0d,000000000009050d
9_5_12,10.9.5.12,3,00:00:00:09:05:0c,000000000009050c
9_5_15,10.9.5.15,3,00:00:00:09:05:0f,000000000009050f
9_5_14,10.9.5.14,3,00:00:00:09:05:0e,000000000009050e
9_5_17,10.9.5.17,3,00:00:00:09:05:11,0000000000090511
9_5_16,10.9.5.16,3,00:00:00:09:05:10,0000000000090510
8_12_3,10.8.12.3,3,00:00:00:08:0c:03,0000000000080c03
8_12_2,10.8.12.2,3,00:00:00:08:0c:02,0000000000080c02
8_12_5,10.8.12.5,3,00:00:00:08:0c:05,0000000000080c05
8_12_4,10.8.12.4,3,00:00:00:08:0c:04,0000000000080c04
8_12_7,10.8.12.7,3,00:00:00:08:0c:07,0000000000080c07
8_12_6,10.8.12.6,3,00:00:00:08:0c:06,0000000000080c06
16_0_9,10.16.0.9,3,00:00:00:10:00:09,0000000000100009
16_0_8,10.16.0.8,3,00:00:00:10:00:08,0000000000100008
16_0_3,10.16.0.3,3,00:00:00:10:00:03,0000000000100003
16_0_2,10.16.0.2,3,00:00:00:10:00:02,0000000000100002
16_0_7,10.16.0.7,3,00:00:00:10:00:07,0000000000100007
16_0_6,10.16.0.6,3,00:00:00:10:00:06,0000000000100006
16_0_5,10.16.0.5,3,00:00:00:10:00:05,0000000000100005
16_0_4,10.16.0.4,3,00:00:00:10:00:04,0000000000100004
12_6_11,10.12.6.11,3,00:00:00:0c:06:0b,00000000000c060b
12_6_10,10.12.6.10,3,00:00:00:0c:06:0a,00000000000c060a
12_6_13,10.12.6.13,3,00:00:00:0c:06:0d,00000000000c060d
12_6_12,10.12.6.12,3,00:00:00:0c:06:0c,00000000000c060c
12_6_15,10.12.6.15,3,00:00:00:0c:06:0f,00000000000c060f
12_6_14,10.12.6.14,3,00:00:00:0c:06:0e,00000000000c060e
12_6_17,10.12.6.17,3,00:00:00:0c:06:11,00000000000c0611
12_6_16,10.12.6.16,3,00:00:00:0c:06:10,00000000000c0610
28_0_6,10.28.0.6,3,00:00:00:1c:00:06,00000000001c0006
28_0_7,10.28.0.7,3,00:00:00:1c:00:07,00000000001c0007
31_15_17,10.31.15.17,3,00:00:00:1f:0f:11,00000000001f0f11
23_3_4,10.23.3.4,3,00:00:00:17:03:04,0000000000170304
23_3_5,10.23.3.5,3,00:00:00:17:03:05,0000000000170305
23_3_6,10.23.3.6,3,00:00:00:17:03:06,0000000000170306
23_3_7,10.23.3.7,3,00:00:00:17:03:07,0000000000170307
23_3_2,10.23.3.2,3,00:00:00:17:03:02,0000000000170302
23_3_3,10.23.3.3,3,00:00:00:17:03:03,0000000000170303
23_3_8,10.23.3.8,3,00:00:00:17:03:08,0000000000170308
23_3_9,10.23.3.9,3,00:00:00:17:03:09,0000000000170309
10_0_9,10.10.0.9,3,00:00:00:0a:00:09,00000000000a0009
10_0_8,10.10.0.8,3,00:00:00:0a:00:08,00000000000a0008
10_0_5,10.10.0.5,3,00:00:00:0a:00:05,00000000000a0005
10_0_4,10.10.0.4,3,00:00:00:0a:00:04,00000000000a0004
10_0_7,10.10.0.7,3,00:00:00:0a:00:07,00000000000a0007
10_0_6,10.10.0.6,3,00:00:00:0a:00:06,00000000000a0006
3_14_10,10.3.14.10,3,00:00:00:03:0e:0a,0000000000030e0a
3_14_11,10.3.14.11,3,00:00:00:03:0e:0b,0000000000030e0b
10_0_3,10.10.0.3,3,00:00:00:0a:00:03,00000000000a0003
10_0_2,10.10.0.2,3,00:00:00:0a:00:02,00000000000a0002
12_4_13,10.12.4.13,3,00:00:00:0c:04:0d,00000000000c040d
12_4_12,10.12.4.12,3,00:00:00:0c:04:0c,00000000000c040c
12_4_11,10.12.4.11,3,00:00:00:0c:04:0b,00000000000c040b
12_4_10,10.12.4.10,3,00:00:00:0c:04:0a,00000000000c040a
12_4_17,10.12.4.17,3,00:00:00:0c:04:11,00000000000c0411
12_4_16,10.12.4.16,3,00:00:00:0c:04:10,00000000000c0410
12_4_15,10.12.4.15,3,00:00:00:0c:04:0f,00000000000c040f
12_4_14,10.12.4.14,3,00:00:00:0c:04:0e,00000000000c040e
12_8_7,10.12.8.7,3,00:00:00:0c:08:07,00000000000c0807
12_8_6,10.12.8.6,3,00:00:00:0c:08:06,00000000000c0806
12_8_5,10.12.8.5,3,00:00:00:0c:08:05,00000000000c0805
12_8_4,10.12.8.4,3,00:00:00:0c:08:04,00000000000c0804
12_8_3,10.12.8.3,3,00:00:00:0c:08:03,00000000000c0803
12_8_2,10.12.8.2,3,00:00:00:0c:08:02,00000000000c0802
12_8_9,10.12.8.9,3,00:00:00:0c:08:09,00000000000c0809
12_8_8,10.12.8.8,3,00:00:00:0c:08:08,00000000000c0808
25_7_6,10.25.7.6,3,00:00:00:19:07:06,0000000000190706
25_7_7,10.25.7.7,3,00:00:00:19:07:07,0000000000190707
25_7_4,10.25.7.4,3,00:00:00:19:07:04,0000000000190704
25_7_5,10.25.7.5,3,00:00:00:19:07:05,0000000000190705
25_7_2,10.25.7.2,3,00:00:00:19:07:02,0000000000190702
25_7_3,10.25.7.3,3,00:00:00:19:07:03,0000000000190703
25_7_8,10.25.7.8,3,00:00:00:19:07:08,0000000000190708
25_7_9,10.25.7.9,3,00:00:00:19:07:09,0000000000190709
25_11_2,10.25.11.2,3,00:00:00:19:0b:02,0000000000190b02
25_11_3,10.25.11.3,3,00:00:00:19:0b:03,0000000000190b03
25_11_6,10.25.11.6,3,00:00:00:19:0b:06,0000000000190b06
25_11_7,10.25.11.7,3,00:00:00:19:0b:07,0000000000190b07
25_11_4,10.25.11.4,3,00:00:00:19:0b:04,0000000000190b04
25_11_5,10.25.11.5,3,00:00:00:19:0b:05,0000000000190b05
4_7_14,10.4.7.14,3,00:00:00:04:07:0e,000000000004070e
4_7_15,10.4.7.15,3,00:00:00:04:07:0f,000000000004070f
4_7_16,10.4.7.16,3,00:00:00:04:07:10,0000000000040710
4_7_17,10.4.7.17,3,00:00:00:04:07:11,0000000000040711
4_7_10,10.4.7.10,3,00:00:00:04:07:0a,000000000004070a
4_7_11,10.4.7.11,3,00:00:00:04:07:0b,000000000004070b
4_7_12,10.4.7.12,3,00:00:00:04:07:0c,000000000004070c
4_7_13,10.4.7.13,3,00:00:00:04:07:0d,000000000004070d
3_12_16,10.3.12.16,3,00:00:00:03:0c:10,0000000000030c10
3_12_17,10.3.12.17,3,00:00:00:03:0c:11,0000000000030c11
3_12_14,10.3.12.14,3,00:00:00:03:0c:0e,0000000000030c0e
3_12_15,10.3.12.15,3,00:00:00:03:0c:0f,0000000000030c0f
3_12_12,10.3.12.12,3,00:00:00:03:0c:0c,0000000000030c0c
3_12_13,10.3.12.13,3,00:00:00:03:0c:0d,0000000000030c0d
3_12_10,10.3.12.10,3,00:00:00:03:0c:0a,0000000000030c0a
3_12_11,10.3.12.11,3,00:00:00:03:0c:0b,0000000000030c0b
7_13_9,10.7.13.9,3,00:00:00:07:0d:09,0000000000070d09
7_13_8,10.7.13.8,3,00:00:00:07:0d:08,0000000000070d08
3_10_10,10.3.10.10,3,00:00:00:03:0a:0a,0000000000030a0a
3_10_11,10.3.10.11,3,00:00:00:03:0a:0b,0000000000030a0b
3_10_12,10.3.10.12,3,00:00:00:03:0a:0c,0000000000030a0c
3_10_13,10.3.10.13,3,00:00:00:03:0a:0d,0000000000030a0d
3_10_14,10.3.10.14,3,00:00:00:03:0a:0e,0000000000030a0e
3_10_15,10.3.10.15,3,00:00:00:03:0a:0f,0000000000030a0f
3_10_16,10.3.10.16,3,00:00:00:03:0a:10,0000000000030a10
3_10_17,10.3.10.17,3,00:00:00:03:0a:11,0000000000030a11
31_14_15,10.31.14.15,3,00:00:00:1f:0e:0f,00000000001f0e0f
31_4_2,10.31.4.2,3,00:00:00:1f:04:02,00000000001f0402
31_4_3,10.31.4.3,3,00:00:00:1f:04:03,00000000001f0403
15_14_2,10.15.14.2,3,00:00:00:0f:0e:02,00000000000f0e02
15_14_3,10.15.14.3,3,00:00:00:0f:0e:03,00000000000f0e03
15_14_4,10.15.14.4,3,00:00:00:0f:0e:04,00000000000f0e04
15_14_5,10.15.14.5,3,00:00:00:0f:0e:05,00000000000f0e05
15_14_6,10.15.14.6,3,00:00:00:0f:0e:06,00000000000f0e06
15_14_7,10.15.14.7,3,00:00:00:0f:0e:07,00000000000f0e07
15_14_8,10.15.14.8,3,00:00:00:0f:0e:08,00000000000f0e08
15_14_9,10.15.14.9,3,00:00:00:0f:0e:09,00000000000f0e09
31_4_8,10.31.4.8,3,00:00:00:1f:04:08,00000000001f0408
31_4_9,10.31.4.9,3,00:00:00:1f:04:09,00000000001f0409
19_10_12,10.19.10.12,3,00:00:00:13:0a:0c,0000000000130a0c
19_10_13,10.19.10.13,3,00:00:00:13:0a:0d,0000000000130a0d
19_10_10,10.19.10.10,3,00:00:00:13:0a:0a,0000000000130a0a
19_10_11,10.19.10.11,3,00:00:00:13:0a:0b,0000000000130a0b
19_10_16,10.19.10.16,3,00:00:00:13:0a:10,0000000000130a10
19_10_17,10.19.10.17,3,00:00:00:13:0a:11,0000000000130a11
19_10_14,10.19.10.14,3,00:00:00:13:0a:0e,0000000000130a0e
19_10_15,10.19.10.15,3,00:00:00:13:0a:0f,0000000000130a0f
25_2_13,10.25.2.13,3,00:00:00:19:02:0d,000000000019020d
25_2_12,10.25.2.12,3,00:00:00:19:02:0c,000000000019020c
25_2_11,10.25.2.11,3,00:00:00:19:02:0b,000000000019020b
7_13_2,10.7.13.2,3,00:00:00:07:0d:02,0000000000070d02
25_2_17,10.25.2.17,3,00:00:00:19:02:11,0000000000190211
25_2_16,10.25.2.16,3,00:00:00:19:02:10,0000000000190210
25_2_15,10.25.2.15,3,00:00:00:19:02:0f,000000000019020f
25_2_14,10.25.2.14,3,00:00:00:19:02:0e,000000000019020e
21_11_14,10.21.11.14,3,00:00:00:15:0b:0e,0000000000150b0e
21_11_15,10.21.11.15,3,00:00:00:15:0b:0f,0000000000150b0f
7_2_4,10.7.2.4,3,00:00:00:07:02:04,0000000000070204
7_2_5,10.7.2.5,3,00:00:00:07:02:05,0000000000070205
7_2_6,10.7.2.6,3,00:00:00:07:02:06,0000000000070206
7_2_7,10.7.2.7,3,00:00:00:07:02:07,0000000000070207
21_11_16,10.21.11.16,3,00:00:00:15:0b:10,0000000000150b10
