id,layer,dpid
0_10_1,1,0000000000000a01
10_9_1,1,00000000000a0901
0_12_1,1,0000000000000c01
7_9_1,1,0000000000070901
13_10_1,1,00000000000d0a01
10_8_1,1,00000000000a0801
2_12_1,1,0000000000020c01
0_13_1,1,0000000000000d01
3_10_1,1,0000000000030a01
0_8_1,1,0000000000000801
13_11_1,1,00000000000d0b01
14_11_1,1,00000000000e0b01
15_9_1,1,00000000000f0901
3_12_1,1,0000000000030c01
2_9_1,1,0000000000020901
13_14_1,1,00000000000d0e01
9_14_1,1,0000000000090e01
2_10_1,1,0000000000020a01
1_9_1,1,0000000000010901
3_14_1,1,0000000000030e01
12_15_1,1,00000000000c0f01
9_12_1,1,0000000000090c01
14_13_1,1,00000000000e0d01
7_10_1,1,0000000000070a01
0_15_1,1,0000000000000f01
8_10_1,1,0000000000080a01
6_15_1,1,0000000000060f01
13_9_1,1,00000000000d0901
12_11_1,1,00000000000c0b01
15_11_1,1,00000000000f0b01
7_8_1,1,0000000000070801
0_11_1,1,0000000000000b01
8_12_1,1,0000000000080c01
13_15_1,1,00000000000d0f01
14_15_1,1,00000000000e0f01
13_13_1,1,00000000000d0d01
8_15_1,1,0000000000080f01
6_13_1,1,0000000000060d01
3_13_1,1,0000000000030d01
4_11_1,1,0000000000040b01
11_9_1,1,00000000000b0901
15_10_1,1,00000000000f0a01
15_8_1,1,00000000000f0801
1_8_1,1,0000000000010801
3_15_1,1,0000000000030f01
9_10_1,1,0000000000090a01
4_13_1,1,0000000000040d01
14_9_1,1,00000000000e0901
9_15_1,1,0000000000090f01
8_8_1,1,0000000000080801
3_9_1,1,0000000000030901
4_15_1,1,0000000000040f01
10_10_1,1,00000000000a0a01
9_13_1,1,0000000000090d01
13_1_1,2,00000000000d0101
6_3_1,2,0000000000060301
12_0_1,2,00000000000c0001
12_2_1,2,00000000000c0201
6_1_1,2,0000000000060101
9_5_1,2,0000000000090501
5_0_1,2,0000000000050001
1_2_1,2,0000000000010201
13_3_1,2,00000000000d0301
5_2_1,2,0000000000050201
8_4_1,2,0000000000080401
0_5_1,2,0000000000000501
8_2_1,2,0000000000080201
13_4_1,2,00000000000d0401
5_4_1,2,0000000000050401
11_2_1,2,00000000000b0201
10_0_1,2,00000000000a0001
14_5_1,2,00000000000e0501
4_7_1,2,0000000000040701
11_0_1,2,00000000000b0001
10_6_1,2,00000000000a0601
14_3_1,2,00000000000e0301
14_1_1,2,00000000000e0101
14_6_1,2,00000000000e0601
6_7_1,2,0000000000060701
12_4_1,2,00000000000c0401
11_6_1,2,00000000000b0601
11_4_1,2,00000000000b0401
14_4_1,2,00000000000e0401
12_6_1,2,00000000000c0601
6_5_1,2,0000000000060501
9_4_1,2,0000000000090401
5_6_1,2,0000000000050601
6_2_1,2,0000000000060201
12_1_1,2,00000000000c0101
3_5_1,2,0000000000030501
9_2_1,2,0000000000090201
13_6_1,2,00000000000d0601
5_1_1,2,0000000000050101
4_1_1,2,0000000000040101
9_6_1,2,0000000000090601
2_2_1,2,0000000000020201
15_7_1,2,00000000000f0701
13_0_1,2,00000000000d0001
13_2_1,2,00000000000d0201
8_3_1,2,0000000000080301
5_3_1,2,0000000000050301
4_3_1,2,0000000000040301
12_3_1,2,00000000000c0301
6_0_1,2,0000000000060001
5_5_1,2,0000000000050501
4_5_1,2,0000000000040501
10_2_1,2,00000000000a0201
3_3_1,2,0000000000030301
11_1_1,2,00000000000b0101
10_1_1,2,00000000000a0101
14_2_1,2,00000000000e0201
7_7_1,2,0000000000070701
4_4_1,2,0000000000040401
1_6_1,2,0000000000010601
4_6_1,2,0000000000040601
3_1_1,2,0000000000030101
10_7_1,2,00000000000a0701
1_0_1,2,0000000000010001
7_5_1,2,0000000000070501
6_6_1,2,0000000000060601
12_5_1,2,00000000000c0501
3_7_1,2,0000000000030701
9_0_1,2,0000000000090001
14_0_1,2,00000000000e0001
7_3_1,2,0000000000070301
7_1_1,2,0000000000070101
12_7_1,2,00000000000c0701
6_4_1,2,0000000000060401
11_5_1,2,00000000000b0501
2_3_1,2,0000000000020301
9_3_1,2,0000000000090301
11_7_1,2,00000000000b0701
2_5_1,2,0000000000020501
2_1_1,2,0000000000020101
5_7_1,2,0000000000050701
4_0_1,2,0000000000040001
15_5_1,2,00000000000f0501
11_3_1,2,00000000000b0301
10_3_1,2,00000000000a0301
10_5_1,2,00000000000a0501
4_2_1,2,0000000000040201
1_7_1,2,0000000000010701
7_4_1,2,0000000000070401
0_4_1,2,0000000000000401
3_2_1,2,0000000000030201
8_7_1,2,0000000000080701
1_1_1,2,0000000000010101
7_2_1,2,0000000000070201
1_4_1,2,0000000000010401
8_1_1,2,0000000000080101
0_6_1,2,0000000000000601
3_0_1,2,0000000000030001
2_7_1,2,0000000000020701
0_0_1,2,0000000000000001
3_6_1,2,0000000000030601
9_7_1,2,0000000000090701
0_2_1,2,0000000000000201
3_4_1,2,0000000000030401
15_3_1,2,00000000000f0301
7_0_1,2,0000000000070001
9_1_1,2,0000000000090101
15_1_1,2,00000000000f0101
2_4_1,2,0000000000020401
15_6_1,2,00000000000f0601
15_0_1,2,00000000000f0001
10_4_1,2,00000000000a0401
13_5_1,2,00000000000d0501
15_4_1,2,00000000000f0401
1_5_1,2,0000000000010501
7_6_1,2,0000000000070601
13_7_1,2,00000000000d0701
15_2_1,2,00000000000f0201
8_5_1,2,0000000000080501
1_3_1,2,0000000000010301
8_6_1,2,0000000000080601
0_7_1,2,0000000000000701
8_0_1,2,0000000000080001
0_1_1,2,0000000000000101
14_7_1,2,00000000000e0701
2_0_1,2,0000000000020001
0_3_1,2,0000000000000301
2_6_1,2,0000000000020601
