240.187744141	206.050048828	69.9333496094	93.5791015625	219.765136719	70.0910644531	90.4060058594	282.20703125	95.5361328125	71.0288085938	91.7490234375	179.497070312	80.3640136719	73.5439453125	68.1918945312	135.763916016	184.031982422	90.6889648438	68.9558105469	69.7829589844	70.4370117188	220.378662109	229.349121094	68.5769042969	69.5661621094	69.625	92.5708007812	74.451171875	91.1110839844	107.851074219	82.8840332031	69.4221191406	68.9912109375	68.9541015625	69.2319335938	69.5588378906	94.6899414062	68.8178710938	70.7160644531	68.9030761719	68.947265625	78.0771484375	69.1069335938	69.3359375	68.66796875	
80.0126953125	81.748046875	71.6340332031	260.7890625	275.669921875	71.6179199219	225.3828125	150.006103516	69.166015625	69.3581542969	228.309814453	284.8359375	78.8669433594	72.4421386719	71.345703125	266.834960938	276.963867188	68.7912597656	72.4396972656	68.5939941406	70.2661132812	263.108154297	291.114013672	70.4990234375	70.0380859375	70.4780273438	69.7890625	69.2041015625	191.49609375	251.038818359	70.529296875	68.0417480469	68.04296875	68.6628417969	68.9392089844	78.9821777344	216.165039062	191.112060547	81.0991210938	73.2409667969	86.3000488281	69.4389648438	70.08203125	69.212890625	69.0769042969	
68.9038085938	68.9221191406	72.9711914062	292.725097656	351.299072266	68.5991210938	263.595947266	72.9169921875	68.6088867188	70.0688476562	272.8671875	243.626953125	68.9951171875	80.0539550781	69.630859375	239.16796875	289.705078125	68.9348144531	70.0588378906	75.501953125	69.0231933594	263.045898438	288.453125	68.6748046875	71.205078125	69.1650390625	68.8999023438	69.3840332031	246.258056641	276.217041016	70.4880371094	68.8559570312	69.544921875	68.5649414062	70.0290527344	72.4860839844	244.384033203	322.270019531	70.994140625	79.1462402344	68.1569824219	79.6220703125	68.4411621094	69.8859863281	78.8051757812	
69.9250488281	84.4211425781	69.50390625	274.191650391	226.855957031	69.1320800781	275.975097656	78.1130371094	71.0393066406	71.5942382812	270.677978516	272.66796875	69.6062011719	69.1650390625	69.822265625	304.645996094	267.791015625	68.7250976562	69.1120605469	70.0849609375	69.1682128906	300.206787109	214.614013672	75.8959960938	69.751953125	74.7839355469	69.1608886719	69.9060058594	286.857910156	263.510986328	77.3999023438	68.9499511719	69.6020507812	71.3288574219	67.9340820312	70.2009277344	258.104980469	279.268066406	75.9252929688	69.7661132812	69.0092773438	68.8229980469	69.6091308594	69.6369628906	67.5061035156	
89.8530273438	69.3249511719	68.8818359375	271.581787109	71.1069335938	68.958984375	287.827880859	69.4963378906	69.1000976562	69.0747070312	276.745849609	130.138671875	69.3188476562	72.9370117188	68.2106933594	276.283935547	135.958007812	68.9289550781	69.0490722656	69.4650878906	68.8869628906	189.569824219	71.1672363281	79.4877929688	69.0437011719	73.3129882812	81.5129394531	69.5251464844	266.793945312	219.688720703	68.931640625	69.951171875	69.3569335938	70.5207519531	69.4909667969	70.49609375	276.724121094	270.680908203	71.3928222656	68.6320800781	69.4680175781	68.3410644531	68.8139648438	70.2231445312	69.2231445312	
79.591796875	69.6372070312	70.4560546875	106.149902344	70.7648925781	70.2160644531	106.423828125	69.7651367188	70.6159667969	70.6328125	121.936035156	105.161865234	68.6020507812	70.5207519531	68.8779296875	102.204101562	71.2280273438	89.0439453125	77.6401367188	69.0700683594	69.1840820312	70.4372558594	69.7788085938	69.234375	77.6181640625	81.0310058594	77.2309570312	75.0268554688	177.588134766	70.3969726562	72.212890625	69.5632324219	70.8430175781	69.3171386719	69.1508789062	69.6228027344	144.114013672	72.5419921875	74.0869140625	70.4289550781	69.2438964844	74.1291503906	71.5639648438	68.8852539062	69.3349609375	
68.3039550781	70.6879882812	79.416015625	70.375	70.3701171875	69.4702148438	69.3959960938	69.4711914062	68.3857421875	69.6589355469	78.6340332031	70.0979003906	69.0358886719	81.37890625	71.7192382812	70.0869140625	71.4978027344	69.5031738281	69.5258789062	68.4680175781	75.5561523438	86.2058105469	77.3659667969	70.2231445312	68.71484375	70.2609863281	69.2829589844	69.5710449219	70.6442871094	70.9887695312	74.1149902344	68.7490234375	68.8598632812	96.9809570312	68.9509277344	70.3068847656	71.712890625	70.0190429688	71.1801757812	70.1669921875	69.4599609375	68.6760253906	69.8078613281	74.2238769531	80.9750976562	
71.9079589844	86.2661132812	74.6301269531	82.3520507812	72.8820800781	69.7399902344	71.2829589844	73.49609375	79.0451660156	68.6110839844	70.2919921875	69.75	69.9580078125	70.2946777344	68.7260742188	70.7160644531	69.4321289062	76.5578613281	68.3937988281	68.6560058594	81.384765625	70.6372070312	76.0947265625	68.9360351562	68.9497070312	69.0991210938	68.9353027344	69.9519042969	71.4663085938	74.4208984375	69.6921386719	92.6479492188	70.8581542969	69.2612304688	71.1940917969	70.462890625	70.3229980469	70.8271484375	72.1896972656	68.6130371094	68.7290039062	68.9011230469	77.3820800781	68.873046875	68.3898925781	
72.0349121094	69.0549316406	68.6110839844	69.4401855469	71.7839355469	69.49609375	81.8859863281	73.5190429688	68.9116210938	70.8408203125	69.4401855469	68.8549804688	69.5561523438	70.1520996094	71.001953125	68.4877929688	68.6171875	70.7658691406	69.3251953125	69.8217773438	69.0209960938	70.9089355469	85.751953125	68.8640136719	69.2319335938	70.0307617188	68.9221191406	68.6840820312	83.1748046875	142.69921875	67.1689453125	69.54296875	68.5849609375	68.7219238281	68.580078125	69.9411621094	70.1040039062	73.75390625	70.3061523438	78.5659179688	70.326171875	92.462890625	69.3869628906	69.9541015625	68.7280273438	
70.0930175781	69.2268066406	68.8029785156	69.9370117188	70.5961914062	68.7143554688	77.7080078125	69.0788574219	73.0080566406	69.9790039062	71.9777832031	69.826171875	69.3159179688	73.5700683594	68.8837890625	76.5610351562	68.6689453125	79.0678710938	69.4780273438	74.9731445312	69.7912597656	70.2919921875	68.9770507812	69.341796875	83.3569335938	89.2241210938	70.3229980469	80.4040527344	69.7470703125	69.2348632812	69.0388183594	70.8811035156	69.1740722656	70.9680175781	68.6772460938	72.2819824219	69.6789550781	69.4221191406	77.2321777344	75.6457519531	69.5368652344	68.9741210938	75.5959472656	69.9260253906	68.5729980469	
