441.604	552.005	662.406	772.807	883.208
140.016	175.02	210.024	245.028	280.032
137.904	172.38	206.856	241.332	275.808
137.596	171.995	206.394	240.793	275.192
138.88	173.6	208.32	243.04	277.76
138.656	173.32	207.984	242.648	277.312
138.352	172.94	207.528	242.116	276.704
137.892	172.365	206.838	241.311	275.784
142.456	178.07	213.684	249.298	284.912
152.652	190.815	228.978	267.141	305.304
149.276	186.595	223.914	261.233	298.552
150.564	188.205	225.846	263.487	301.128
153.6	192	230.4	268.8	307.2
155.136	193.92	232.704	271.488	310.272
159.688	199.61	239.532	279.454	319.376
168.828	211.035	253.242	295.449	337.656
166.232	207.79	249.348	290.906	332.464
175.968	219.96	263.952	307.944	351.936
183.696	229.62	275.544	321.468	367.392
202.996	253.745	304.494	355.243	405.992
201.272	251.59	301.908	352.226	402.544
201.86	252.325	302.79	353.255	403.72
203.62	254.525	305.43	356.335	407.24
202.944	253.68	304.416	355.152	405.888
205.364	256.705	308.046	359.387	410.728
211.368	264.21	317.052	369.894	422.736
212.944	266.18	319.416	372.652	425.888
221.152	276.44	331.728	387.016	442.304
