1737.044	2171.305	2605.566	3039.827	3474.088
3394.448	4243.06	5091.672	5940.284	6788.896
2438.36	3047.95	3657.54	4267.13	4876.72
3528.812	4411.015	5293.218	6175.421	7057.624
3321.996	4152.495	4982.994	5813.493	6643.992
3059.744	3824.68	4589.616	5354.552	6119.488
2923.9	3654.875	4385.85	5116.825	5847.8
3023.988	3779.985	4535.982	5291.979	6047.976
2768.896	3461.12	4153.344	4845.568	5537.792
3313.004	4141.255	4969.506	5797.757	6626.008
2744.08	3430.1	4116.12	4802.14	5488.16
2530.368	3162.96	3795.552	4428.144	5060.736
2422.46	3028.075	3633.69	4239.305	4844.92
3309.124	4136.405	4963.686	5790.967	6618.248
3061.676	3827.095	4592.514	5357.933	6123.352
2998.896	3748.62	4498.344	5248.068	5997.792
3002.92	3753.65	4504.38	5255.11	6005.84
2307.664	2884.58	3461.496	4038.412	4615.328
2413.348	3016.685	3620.022	4223.359	4826.696
1807.288	2259.11	2710.932	3162.754	3614.576
2105.668	2632.085	3158.502	3684.919	4211.336
2917.028	3646.285	4375.542	5104.799	5834.056
3050.552	3813.19	4575.828	5338.466	6101.104
3640.848	4551.06	5461.272	6371.484	7281.696
2938.604	3673.255	4407.906	5142.557	5877.208
3131.452	3914.315	4697.178	5480.041	6262.904
2142.288	2677.86	3213.432	3749.004	4284.576
2483.608	3104.51	3725.412	4346.314	4967.216
2703.26	3379.075	4054.89	4730.705	5406.52
2360.324	2950.405	3540.486	4130.567	4720.648
2598.964	3248.705	3898.446	4548.187	5197.928
2653.224	3316.53	3979.836	4643.142	5306.448
1967.796	2459.745	2951.694	3443.643	3935.592
2739.72	3424.65	4109.58	4794.51	5479.44
3326.34	4157.925	4989.51	5821.095	6652.68
3864.352	4830.44	5796.528	6762.616	7728.704
1781.216	2226.52	2671.824	3117.128	3562.432
2747.728	3434.66	4121.592	4808.524	5495.456
2653.72	3317.15	3980.58	4644.01	5307.44
2544.936	3181.17	3817.404	4453.638	5089.872
2494.136	3117.67	3741.204	4364.738	4988.272
2619.212	3274.015	3928.818	4583.621	5238.424
2030.216	2537.77	3045.324	3552.878	4060.432
3531.704	4414.63	5297.556	6180.482	7063.408
2644.868	3306.085	3967.302	4628.519	5289.736
3200.62	4000.775	4800.93	5601.085	6401.24
2394.612	2993.265	3591.918	4190.571	4789.224
2278.86	2848.575	3418.29	3988.005	4557.72
2340.72	2925.9	3511.08	4096.26	4681.44
3430.792	4288.49	5146.188	6003.886	6861.584
2862.364	3577.955	4293.546	5009.137	5724.728
3114.464	3893.08	4671.696	5450.312	6228.928
1871.988	2339.985	2807.982	3275.979	3743.976
2134.58	2668.225	3201.87	3735.515	4269.16
2407.496	3009.37	3611.244	4213.118	4814.992
3073.784	3842.23	4610.676	5379.122	6147.568
1055.468	1319.335	1583.202	1847.069	2110.936
3453.36	4316.7	5180.04	6043.38	6906.72
2975.776	3719.72	4463.664	5207.608	5951.552
1994.976	2493.72	2992.464	3491.208	3989.952
2652.876	3316.095	3979.314	4642.533	5305.752
1994.548	2493.185	2991.822	3490.459	3989.096
2536.904	3171.13	3805.356	4439.582	5073.808
1793.516	2241.895	2690.274	3138.653	3587.032
