180.544	225.68	270.816	315.952	361.088
266.916	333.645	400.374	467.103	533.832
314.78	393.475	472.17	550.865	629.56
327.42	409.275	491.13	572.985	654.84
340.896	426.12	511.344	596.568	681.792
310.528	388.16	465.792	543.424	621.056
343.488	429.36	515.232	601.104	686.976
217.808	272.26	326.712	381.164	435.616
168.716	210.895	253.074	295.253	337.432
182.128	227.66	273.192	318.724	364.256
243.06	303.825	364.59	425.355	486.12
238.384	297.98	357.576	417.172	476.768
273.584	341.98	410.376	478.772	547.168
283.428	354.285	425.142	495.999	566.856
177.296	221.62	265.944	310.268	354.592
284.916	356.145	427.374	498.603	569.832
232.596	290.745	348.894	407.043	465.192
180.28	225.35	270.42	315.49	360.56
282.316	352.895	423.474	494.053	564.632
215.18	268.975	322.77	376.565	430.36
282.4	353	423.6	494.2	564.8
334.7	418.375	502.05	585.725	669.4
289.76	362.2	434.64	507.08	579.52
248.972	311.215	373.458	435.701	497.944
268.244	335.305	402.366	469.427	536.488
297.58	371.975	446.37	520.765	595.16
338.204	422.755	507.306	591.857	676.408
294.932	368.665	442.398	516.131	589.864
201.104	251.38	301.656	351.932	402.208
181.12	226.4	271.68	316.96	362.24
175.84	219.8	263.76	307.72	351.68
219.936	274.92	329.904	384.888	439.872
345.116	431.395	517.674	603.953	690.232
327.708	409.635	491.562	573.489	655.416
184.116	230.145	276.174	322.203	368.232
203.62	254.525	305.43	356.335	407.24
216.34	270.425	324.51	378.595	432.68
185.324	231.655	277.986	324.317	370.648
239.872	299.84	359.808	419.776	479.744
341.42	426.775	512.13	597.485	682.84
350.548	438.185	525.822	613.459	701.096
263.172	328.965	394.758	460.551	526.344
336.94	421.175	505.41	589.645	673.88
193.532	241.915	290.298	338.681	387.064
268.388	335.485	402.582	469.679	536.776
412.94	516.175	619.41	722.645	825.88
343.8	429.75	515.7	601.65	687.6
206.74	258.425	310.11	361.795	413.48
358.536	448.17	537.804	627.438	717.072
353.724	442.155	530.586	619.017	707.448
325.26	406.575	487.89	569.205	650.52
259.444	324.305	389.166	454.027	518.888
205.88	257.35	308.82	360.29	411.76
303.916	379.895	455.874	531.853	607.832
292.724	365.905	439.086	512.267	585.448
262.932	328.665	394.398	460.131	525.864
291.948	364.935	437.922	510.909	583.896
269.928	337.41	404.892	472.374	539.856
301.476	376.845	452.214	527.583	602.952
295.068	368.835	442.602	516.369	590.136
169.028	211.285	253.542	295.799	338.056
287.612	359.515	431.418	503.321	575.224
314.188	392.735	471.282	549.829	628.376
223.356	279.195	335.034	390.873	446.712
275.716	344.645	413.574	482.503	551.432
325.58	406.975	488.37	569.765	651.16
260.704	325.88	391.056	456.232	521.408
293.968	367.46	440.952	514.444	587.936
292.064	365.08	438.096	511.112	584.128
275.484	344.355	413.226	482.097	550.968
296.48	370.6	444.72	518.84	592.96
242.748	303.435	364.122	424.809	485.496
210.224	262.78	315.336	367.892	420.448
212.304	265.38	318.456	371.532	424.608
326.18	407.725	489.27	570.815	652.36
392.664	490.83	588.996	687.162	785.328
305.608	382.01	458.412	534.814	611.216
362.296	452.87	543.444	634.018	724.592
292.76	365.95	439.14	512.33	585.52
223.668	279.585	335.502	391.419	447.336
148.924	186.155	223.386	260.617	297.848
270.032	337.54	405.048	472.556	540.064
398.58	498.225	597.87	697.515	797.16
248.22	310.275	372.33	434.385	496.44
230.428	288.035	345.642	403.249	460.856
221.348	276.685	332.022	387.359	442.696
311.032	388.79	466.548	544.306	622.064
214.936	268.67	322.404	376.138	429.872
124.392	155.49	186.588	217.686	248.784
114.584	143.23	171.876	200.522	229.168
208.792	260.99	313.188	365.386	417.584
315.112	393.89	472.668	551.446	630.224
288.132	360.165	432.198	504.231	576.264
249.196	311.495	373.794	436.093	498.392
237.596	296.995	356.394	415.793	475.192
350.216	437.77	525.324	612.878	700.432
370.392	462.99	555.588	648.186	740.784
308.784	385.98	463.176	540.372	617.568
202.352	252.94	303.528	354.116	404.704
