620.18	775.225	930.27	1085.315	1240.36
413.936	517.42	620.904	724.388	827.872
312.1	390.125	468.15	546.175	624.2
322.584	403.23	483.876	564.522	645.168
307.208	384.01	460.812	537.614	614.416
226.792	283.49	340.188	396.886	453.584
203.612	254.515	305.418	356.321	407.224
231.148	288.935	346.722	404.509	462.296
189.244	236.555	283.866	331.177	378.488
231.476	289.345	347.214	405.083	462.952
245.504	306.88	368.256	429.632	491.008
268.652	335.815	402.978	470.141	537.304
318.668	398.335	478.002	557.669	637.336
271.992	339.99	407.988	475.986	543.984
295.396	369.245	443.094	516.943	590.792
365.564	456.955	548.346	639.737	731.128
291.752	364.69	437.628	510.566	583.504
307.676	384.595	461.514	538.433	615.352
262.792	328.49	394.188	459.886	525.584
310.212	387.765	465.318	542.871	620.424
277.232	346.54	415.848	485.156	554.464
290.684	363.355	436.026	508.697	581.368
216.768	270.96	325.152	379.344	433.536
229.984	287.48	344.976	402.472	459.968
286.536	358.17	429.804	501.438	573.072
379.304	474.13	568.956	663.782	758.608
222.564	278.205	333.846	389.487	445.128
208.548	260.685	312.822	364.959	417.096
259.204	324.005	388.806	453.607	518.408
254.752	318.44	382.128	445.816	509.504
145.644	182.055	218.466	254.877	291.288
245.312	306.64	367.968	429.296	490.624
209.492	261.865	314.238	366.611	418.984
255.18	318.975	382.77	446.565	510.36
338.116	422.645	507.174	591.703	676.232
404.92	506.15	607.38	708.61	809.84
406.536	508.17	609.804	711.438	813.072
263.768	329.71	395.652	461.594	527.536
191.784	239.73	287.676	335.622	383.568
228.8	286	343.2	400.4	457.6
265.32	331.65	397.98	464.31	530.64
232.356	290.445	348.534	406.623	464.712
235.94	294.925	353.91	412.895	471.88
280.232	350.29	420.348	490.406	560.464
222.24	277.8	333.36	388.92	444.48
267.816	334.77	401.724	468.678	535.632
306.236	382.795	459.354	535.913	612.472
233.78	292.225	350.67	409.115	467.56
195.96	244.95	293.94	342.93	391.92
264.168	330.21	396.252	462.294	528.336
211.052	263.815	316.578	369.341	422.104
