node1,node2,port1,port2
16_5_4,15_12_1,16,12
16_5_5,15_12_1,16,13
16_5_2,15_12_1,16,10
15_4_1,15_12_1,13,5
16_5_1,15_12_1,16,9
15_5_1,15_12_1,13,6
16_5_7,15_12_1,16,15
16_5_8,15_12_1,16,16
15_6_1,15_12_1,13,7
15_2_1,15_12_1,13,3
15_7_1,15_12_1,13,8
15_3_1,15_12_1,13,4
16_5_3,15_12_1,16,11
9_4_1,9_11_1,12,5
9_3_1,9_11_1,12,4
9_2_1,9_11_1,12,3
9_7_1,9_11_1,12,8
9_6_1,9_11_1,12,7
9_5_1,9_11_1,12,6
9_1_1,9_11_1,12,2
6_6_1,6_12_1,13,7
6_2_1,6_12_1,13,3
6_7_1,6_12_1,13,8
6_3_1,6_12_1,13,4
6_1_1,6_12_1,13,2
6_4_1,6_12_1,13,5
6_5_1,6_12_1,13,6
16_5_6,12_12_1,13,14
16_5_7,12_12_1,13,15
16_5_4,12_12_1,13,12
12_5_1,12_12_1,13,6
16_5_2,12_12_1,13,10
16_5_3,12_12_1,13,11
12_1_1,12_12_1,13,2
16_5_8,12_12_1,13,16
12_3_1,12_12_1,13,4
12_4_1,12_12_1,13,5
16_5_1,12_12_1,13,9
12_2_1,12_12_1,13,3
16_5_5,12_12_1,13,13
12_7_1,12_12_1,13,8
12_6_1,12_12_1,13,7
6_6_1,6_10_1,11,7
6_2_1,6_10_1,11,3
6_7_1,6_10_1,11,8
6_3_1,6_10_1,11,4
6_1_1,6_10_1,11,2
6_4_1,6_10_1,11,5
6_5_1,6_10_1,11,6
9_4_1,9_14_1,15,5
9_3_1,9_14_1,15,4
9_2_1,9_14_1,15,3
9_7_1,9_14_1,15,8
9_6_1,9_14_1,15,7
9_5_1,9_14_1,15,6
9_1_1,9_14_1,15,2
6_6_1,6_14_1,15,7
6_2_1,6_14_1,15,3
6_7_1,6_14_1,15,8
6_3_1,6_14_1,15,4
6_1_1,6_14_1,15,2
6_4_1,6_14_1,15,5
6_5_1,6_14_1,15,6
15_7_1,15_9_1,10,8
15_7_1,15_8_1,9,8
16_8_3,11_15_1,12,11
16_8_2,11_15_1,12,10
16_8_1,11_15_1,12,9
16_8_8,11_15_1,12,16
11_1_1,11_15_1,16,2
16_8_6,11_15_1,12,14
16_8_5,11_15_1,12,13
16_8_4,11_15_1,12,12
11_2_1,11_15_1,16,3
11_6_1,11_15_1,16,7
11_4_1,11_15_1,16,5
11_3_1,11_15_1,16,4
11_7_1,11_15_1,16,8
11_5_1,11_15_1,16,6
16_8_7,11_15_1,12,15
7_4_1,7_15_1,16,5
7_7_1,7_15_1,16,8
7_3_1,7_15_1,16,4
7_6_1,7_15_1,16,7
7_1_1,7_15_1,16,2
7_2_1,7_15_1,16,3
7_5_1,7_15_1,16,6
5_1_1,5_9_1,10,2
5_1_1,5_8_1,9,2
1_2_1,1_13_1,14,3
1_7_1,1_13_1,14,8
1_6_1,1_13_1,14,7
1_5_1,1_13_1,14,6
1_1_1,1_13_1,14,2
1_4_1,1_13_1,14,5
1_3_1,1_13_1,14,4
5_3_1,5_9_1,10,4
5_3_1,5_8_1,9,4
5_5_1,5_8_1,9,6
5_5_1,5_9_1,10,6
7_7_1,7_8_1,9,8
7_7_1,7_9_1,10,8
5_6_1,5_14_1,15,7
5_3_1,5_14_1,15,4
5_2_1,5_14_1,15,3
5_1_1,5_14_1,15,2
5_5_1,5_14_1,15,6
5_7_1,5_14_1,15,8
5_4_1,5_14_1,15,5
7_5_1,7_8_1,9,6
7_5_1,7_9_1,10,6
13_2_1,13_10_1,11,3
13_5_1,13_10_1,11,6
13_1_1,13_10_1,11,2
13_3_1,13_10_1,11,4
13_6_1,13_10_1,11,7
16_3_4,13_10_1,14,12
16_3_5,13_10_1,14,13
16_3_6,13_10_1,14,14
16_3_7,13_10_1,14,15
13_7_1,13_10_1,11,8
16_3_1,13_10_1,14,9
16_3_2,13_10_1,14,10
16_3_3,13_10_1,14,11
13_4_1,13_10_1,11,5
16_3_8,13_10_1,14,16
16_2_4,10_9_1,11,12
16_2_8,10_9_1,11,16
16_2_3,10_9_1,11,11
16_2_5,10_9_1,11,13
16_2_6,10_9_1,11,14
16_2_1,10_9_1,11,9
16_2_7,10_9_1,11,15
16_2_2,10_9_1,11,10
7_3_1,7_8_1,9,4
7_3_1,7_9_1,10,4
7_1_1,7_8_1,9,2
7_1_1,7_9_1,10,2
2_3_1,2_8_1,9,4
2_3_1,2_9_1,10,4
16_7_8,0_14_1,1,16
16_7_4,0_14_1,1,12
0_7_1,0_14_1,15,8
0_4_1,0_14_1,15,5
16_7_1,0_14_1,1,9
16_7_2,0_14_1,1,10
16_7_3,0_14_1,1,11
16_7_5,0_14_1,1,13
16_7_6,0_14_1,1,14
16_7_7,0_14_1,1,15
0_5_1,0_14_1,15,6
0_2_1,0_14_1,15,3
0_1_1,0_14_1,15,2
0_3_1,0_14_1,15,4
0_6_1,0_14_1,15,7
2_1_1,2_8_1,9,2
2_1_1,2_9_1,10,2
5_7_1,5_9_1,10,8
5_7_1,5_8_1,9,8
8_3_1,8_10_1,11,4
8_6_1,8_10_1,11,7
8_7_1,8_10_1,11,8
8_4_1,8_10_1,11,5
8_5_1,8_10_1,11,6
8_2_1,8_10_1,11,3
8_1_1,8_10_1,11,2
0_7_1,0_10_1,11,8
0_4_1,0_10_1,11,5
16_3_6,0_10_1,1,14
16_3_4,0_10_1,1,12
0_5_1,0_10_1,11,6
0_2_1,0_10_1,11,3
16_3_7,0_10_1,1,15
0_1_1,0_10_1,11,2
16_3_2,0_10_1,1,10
16_3_3,0_10_1,1,11
16_3_5,0_10_1,1,13
0_3_1,0_10_1,11,4
16_3_8,0_10_1,1,16
0_6_1,0_10_1,11,7
16_3_1,0_10_1,1,9
16_5_6,0_12_1,1,14
16_5_7,0_12_1,1,15
16_5_4,0_12_1,1,12
16_5_5,0_12_1,1,13
16_5_2,0_12_1,1,10
16_5_3,0_12_1,1,11
0_7_1,0_12_1,13,8
0_4_1,0_12_1,13,5
16_5_1,0_12_1,1,9
16_5_8,0_12_1,1,16
0_5_1,0_12_1,13,6
0_2_1,0_12_1,13,3
0_1_1,0_12_1,13,2
0_3_1,0_12_1,13,4
0_6_1,0_12_1,13,7
1_7_1,1_9_1,10,8
1_7_1,1_8_1,9,8
1_1_1,1_9_1,10,2
1_1_1,1_8_1,9,2
7_4_1,7_11_1,12,5
7_7_1,7_11_1,12,8
7_3_1,7_11_1,12,4
7_6_1,7_11_1,12,7
7_1_1,7_11_1,12,2
7_2_1,7_11_1,12,3
7_5_1,7_11_1,12,6
9_4_1,9_12_1,13,5
9_3_1,9_12_1,13,4
9_2_1,9_12_1,13,3
9_7_1,9_12_1,13,8
9_6_1,9_12_1,13,7
9_5_1,9_12_1,13,6
9_1_1,9_12_1,13,2
7_4_1,7_10_1,11,5
7_7_1,7_10_1,11,8
7_3_1,7_10_1,11,4
7_6_1,7_10_1,11,7
7_1_1,7_10_1,11,2
7_2_1,7_10_1,11,3
7_5_1,7_10_1,11,6
2_4_1,2_8_1,9,5
2_4_1,2_9_1,10,5
6_6_1,6_15_1,16,7
6_2_1,6_15_1,16,3
6_7_1,6_15_1,16,8
6_3_1,6_15_1,16,4
6_1_1,6_15_1,16,2
6_4_1,6_15_1,16,5
6_5_1,6_15_1,16,6
16_8_3,12_15_1,13,11
16_8_2,12_15_1,13,10
16_8_1,12_15_1,13,9
12_5_1,12_15_1,16,6
16_8_7,12_15_1,13,15
16_8_6,12_15_1,13,14
16_8_5,12_15_1,13,13
12_1_1,12_15_1,16,2
12_3_1,12_15_1,16,4
12_4_1,12_15_1,16,5
16_8_4,12_15_1,13,12
12_2_1,12_15_1,16,3
16_8_8,12_15_1,13,16
12_7_1,12_15_1,16,8
12_6_1,12_15_1,16,7
14_1_1,14_10_1,11,2
14_6_1,14_10_1,11,7
14_2_1,14_10_1,11,3
14_5_1,14_10_1,11,6
16_3_4,14_10_1,15,12
16_3_5,14_10_1,15,13
16_3_6,14_10_1,15,14
16_3_7,14_10_1,15,15
14_4_1,14_10_1,11,5
16_3_1,14_10_1,15,9
16_3_2,14_10_1,15,10
16_3_3,14_10_1,15,11
14_7_1,14_10_1,11,8
16_3_8,14_10_1,15,16
14_3_1,14_10_1,11,4
1_5_1,1_9_1,10,6
1_5_1,1_8_1,9,6
6_6_1,6_13_1,14,7
6_2_1,6_13_1,14,3
6_7_1,6_13_1,14,8
6_3_1,6_13_1,14,4
6_1_1,6_13_1,14,2
6_4_1,6_13_1,14,5
6_5_1,6_13_1,14,6
3_3_1,3_13_1,14,4
3_7_1,3_13_1,14,8
3_2_1,3_13_1,14,3
3_5_1,3_13_1,14,6
3_6_1,3_13_1,14,7
3_4_1,3_13_1,14,5
3_1_1,3_13_1,14,2
3_3_1,3_15_1,16,4
3_7_1,3_15_1,16,8
3_2_1,3_15_1,16,3
3_5_1,3_15_1,16,6
3_6_1,3_15_1,16,7
3_4_1,3_15_1,16,5
3_1_1,3_15_1,16,2
9_4_1,9_10_1,11,5
9_3_1,9_10_1,11,4
9_2_1,9_10_1,11,3
9_7_1,9_10_1,11,8
9_6_1,9_10_1,11,7
9_5_1,9_10_1,11,6
9_1_1,9_10_1,11,2
2_0_1,2_11_1,12,1
2_0_1,2_12_1,13,1
2_0_1,2_15_1,16,1
2_0_1,2_10_1,11,1
2_0_1,2_14_1,15,1
2_0_1,2_8_1,9,1
2_0_1,2_13_1,14,1
2_0_1,2_9_1,10,1
2_6_1,2_9_1,10,7
2_6_1,2_8_1,9,7
15_1_1,15_13_1,14,2
16_6_8,15_13_1,16,16
15_4_1,15_13_1,14,5
16_6_6,15_13_1,16,14
15_5_1,15_13_1,14,6
16_6_2,15_13_1,16,10
16_6_1,15_13_1,16,9
16_6_3,15_13_1,16,11
15_6_1,15_13_1,14,7
16_6_5,15_13_1,16,13
16_6_4,15_13_1,16,12
16_6_7,15_13_1,16,15
15_2_1,15_13_1,14,3
15_7_1,15_13_1,14,8
15_3_1,15_13_1,14,4
16_1_2,13_8_1,14,10
16_1_1,13_8_1,14,9
16_1_6,13_8_1,14,14
16_1_4,13_8_1,14,12
16_1_3,13_8_1,14,11
16_1_8,13_8_1,14,16
16_1_5,13_8_1,14,13
16_1_7,13_8_1,14,15
9_3_1,9_8_1,9,4
9_3_1,9_9_1,10,4
5_0_1,5_15_1,16,1
5_0_1,5_12_1,13,1
5_0_1,5_8_1,9,1
5_0_1,5_9_1,10,1
5_0_1,5_11_1,12,1
5_0_1,5_13_1,14,1
5_0_1,5_10_1,11,1
5_0_1,5_14_1,15,1
1_2_1,1_9_1,10,3
1_2_1,1_8_1,9,3
5_2_1,5_8_1,9,3
5_2_1,5_9_1,10,3
3_3_1,3_11_1,12,4
3_7_1,3_11_1,12,8
3_2_1,3_11_1,12,3
3_5_1,3_11_1,12,6
3_6_1,3_11_1,12,7
3_4_1,3_11_1,12,5
3_1_1,3_11_1,12,2
10_6_1,10_8_1,9,7
10_6_1,10_9_1,10,7
5_4_1,5_9_1,10,5
5_4_1,5_8_1,9,5
4_3_1,4_12_1,13,4
4_4_1,4_12_1,13,5
4_1_1,4_12_1,13,2
4_6_1,4_12_1,13,7
4_5_1,4_12_1,13,6
4_7_1,4_12_1,13,8
4_2_1,4_12_1,13,3
16_1_2,11_8_1,12,10
16_1_3,11_8_1,12,11
16_1_1,11_8_1,12,9
16_1_7,11_8_1,12,15
16_1_4,11_8_1,12,12
16_1_5,11_8_1,12,13
16_1_8,11_8_1,12,16
16_1_6,11_8_1,12,14
16_1_2,14_8_1,15,10
16_1_1,14_8_1,15,9
16_1_6,14_8_1,15,14
16_1_4,14_8_1,15,12
16_1_3,14_8_1,15,11
16_1_8,14_8_1,15,16
16_1_5,14_8_1,15,13
16_1_7,14_8_1,15,15
13_2_1,13_13_1,14,3
13_5_1,13_13_1,14,6
16_6_8,13_13_1,14,16
13_1_1,13_13_1,14,2
13_3_1,13_13_1,14,4
13_6_1,13_13_1,14,7
16_6_1,13_13_1,14,9
16_6_3,13_13_1,14,11
16_6_2,13_13_1,14,10
13_7_1,13_13_1,14,8
16_6_4,13_13_1,14,12
16_6_7,13_13_1,14,15
16_6_6,13_13_1,14,14
16_6_5,13_13_1,14,13
13_4_1,13_13_1,14,5
4_3_1,4_14_1,15,4
4_4_1,4_14_1,15,5
4_1_1,4_14_1,15,2
4_6_1,4_14_1,15,7
4_5_1,4_14_1,15,6
4_7_1,4_14_1,15,8
4_2_1,4_14_1,15,3
14_6_1,14_9_1,10,7
14_6_1,14_8_1,9,7
1_2_1,1_15_1,16,3
1_7_1,1_15_1,16,8
1_6_1,1_15_1,16,7
1_5_1,1_15_1,16,6
1_1_1,1_15_1,16,2
1_4_1,1_15_1,16,5
1_3_1,1_15_1,16,4
16_5_6,14_12_1,15,14
14_1_1,14_12_1,13,2
14_6_1,14_12_1,13,7
16_5_5,14_12_1,15,13
16_5_2,14_12_1,15,10
16_5_3,14_12_1,15,11
14_2_1,14_12_1,13,3
16_5_1,14_12_1,15,9
14_5_1,14_12_1,13,6
16_5_8,14_12_1,15,16
14_4_1,14_12_1,13,5
14_7_1,14_12_1,13,8
16_5_7,14_12_1,15,15
16_5_4,14_12_1,15,12
14_3_1,14_12_1,13,4
5_6_1,5_9_1,10,7
5_6_1,5_8_1,9,7
7_4_1,7_13_1,14,5
7_7_1,7_13_1,14,8
7_3_1,7_13_1,14,4
7_6_1,7_13_1,14,7
7_1_1,7_13_1,14,2
7_2_1,7_13_1,14,3
7_5_1,7_13_1,14,6
5_6_1,5_13_1,14,7
5_3_1,5_13_1,14,4
5_2_1,5_13_1,14,3
5_1_1,5_13_1,14,2
5_5_1,5_13_1,14,6
5_7_1,5_13_1,14,8
5_4_1,5_13_1,14,5
9_6_1,9_9_1,10,7
9_6_1,9_8_1,9,7
2_2_1,2_9_1,10,3
2_2_1,2_8_1,9,3
13_2_1,13_8_1,9,3
13_2_1,13_9_1,10,3
11_4_1,11_8_1,9,5
11_4_1,11_9_1,10,5
6_0_1,6_12_1,13,1
6_0_1,6_9_1,10,1
6_0_1,6_14_1,15,1
6_0_1,6_13_1,14,1
6_0_1,6_11_1,12,1
6_0_1,6_15_1,16,1
6_0_1,6_8_1,9,1
6_0_1,6_10_1,11,1
5_6_1,5_15_1,16,7
5_3_1,5_15_1,16,4
5_2_1,5_15_1,16,3
5_1_1,5_15_1,16,2
5_5_1,5_15_1,16,6
5_7_1,5_15_1,16,8
5_4_1,5_15_1,16,5
4_3_1,4_10_1,11,4
4_4_1,4_10_1,11,5
4_1_1,4_10_1,11,2
4_6_1,4_10_1,11,7
4_5_1,4_10_1,11,6
4_7_1,4_10_1,11,8
4_2_1,4_10_1,11,3
11_1_1,11_8_1,9,2
11_1_1,11_9_1,10,2
1_6_1,1_8_1,9,7
1_6_1,1_9_1,10,7
1_0_1,1_10_1,11,1
1_0_1,1_13_1,14,1
1_0_1,1_11_1,12,1
1_0_1,1_8_1,9,1
1_0_1,1_9_1,10,1
1_0_1,1_14_1,15,1
1_0_1,1_15_1,16,1
1_0_1,1_12_1,13,1
6_6_1,6_9_1,10,7
6_6_1,6_8_1,9,7
1_2_1,1_11_1,12,3
1_7_1,1_11_1,12,8
1_6_1,1_11_1,12,7
1_5_1,1_11_1,12,6
1_1_1,1_11_1,12,2
1_4_1,1_11_1,12,5
1_3_1,1_11_1,12,4
2_3_1,2_14_1,15,4
2_4_1,2_14_1,15,5
2_7_1,2_14_1,15,8
2_5_1,2_14_1,15,6
2_1_1,2_14_1,15,2
2_2_1,2_14_1,15,3
2_6_1,2_14_1,15,7
6_4_1,6_8_1,9,5
6_4_1,6_9_1,10,5
16_6_1,12_13_1,13,9
12_5_1,12_13_1,14,6
12_1_1,12_13_1,14,2
12_3_1,12_13_1,14,4
12_4_1,12_13_1,14,5
12_2_1,12_13_1,14,3
16_6_3,12_13_1,13,11
16_6_2,12_13_1,13,10
16_6_5,12_13_1,13,13
12_7_1,12_13_1,14,8
16_6_7,12_13_1,13,15
16_6_6,12_13_1,13,14
16_6_8,12_13_1,13,16
12_6_1,12_13_1,14,7
16_6_4,12_13_1,13,12
11_5_1,11_8_1,9,6
11_5_1,11_9_1,10,6
0_1_1,0_9_1,10,2
0_1_1,0_8_1,9,2
2_5_1,2_8_1,9,6
2_5_1,2_9_1,10,6
15_3_1,15_9_1,10,4
15_3_1,15_8_1,9,4
11_3_1,11_8_1,9,4
11_3_1,11_9_1,10,4
1_4_1,1_9_1,10,5
1_4_1,1_8_1,9,5
2_3_1,2_12_1,13,4
2_4_1,2_12_1,13,5
2_7_1,2_12_1,13,8
2_5_1,2_12_1,13,6
2_1_1,2_12_1,13,2
2_2_1,2_12_1,13,3
2_6_1,2_12_1,13,7
3_3_1,3_10_1,11,4
3_7_1,3_10_1,11,8
3_2_1,3_10_1,11,3
3_5_1,3_10_1,11,6
3_6_1,3_10_1,11,7
3_4_1,3_10_1,11,5
3_1_1,3_10_1,11,2
3_3_1,3_12_1,13,4
3_7_1,3_12_1,13,8
3_2_1,3_12_1,13,3
3_5_1,3_12_1,13,6
3_6_1,3_12_1,13,7
3_4_1,3_12_1,13,5
3_1_1,3_12_1,13,2
2_7_1,2_8_1,9,8
2_7_1,2_9_1,10,8
2_3_1,2_10_1,11,4
2_4_1,2_10_1,11,5
2_7_1,2_10_1,11,8
2_5_1,2_10_1,11,6
2_1_1,2_10_1,11,2
2_2_1,2_10_1,11,3
2_6_1,2_10_1,11,7
9_7_1,9_9_1,10,8
9_7_1,9_8_1,9,8
3_3_1,3_14_1,15,4
3_7_1,3_14_1,15,8
3_2_1,3_14_1,15,3
3_5_1,3_14_1,15,6
3_6_1,3_14_1,15,7
3_4_1,3_14_1,15,5
3_1_1,3_14_1,15,2
9_1_1,9_9_1,10,2
9_1_1,9_8_1,9,2
16_2_6,13_9_1,14,14
16_2_8,13_9_1,14,16
16_2_2,13_9_1,14,10
16_2_5,13_9_1,14,13
16_2_4,13_9_1,14,12
16_2_7,13_9_1,14,15
16_2_1,13_9_1,14,9
16_2_3,13_9_1,14,11
16_4_1,9_11_1,10,9
16_4_1,2_11_1,3,9
16_4_1,7_11_1,8,9
16_4_1,1_11_1,2,9
16_4_1,4_11_1,5,9
16_4_1,3_11_1,4,9
16_4_1,6_11_1,7,9
16_4_1,5_11_1,6,9
16_4_1,8_11_1,9,9
15_5_1,15_8_1,9,6
15_5_1,15_9_1,10,6
13_5_1,13_8_1,9,6
13_5_1,13_9_1,10,6
7_4_1,7_8_1,9,5
7_4_1,7_9_1,10,5
13_7_1,13_8_1,9,8
13_7_1,13_9_1,10,8
1_3_1,1_9_1,10,4
1_3_1,1_8_1,9,4
8_3_1,8_15_1,16,4
8_6_1,8_15_1,16,7
8_7_1,8_15_1,16,8
8_4_1,8_15_1,16,5
8_5_1,8_15_1,16,6
8_2_1,8_15_1,16,3
8_1_1,8_15_1,16,2
6_6_1,6_11_1,12,7
6_2_1,6_11_1,12,3
6_7_1,6_11_1,12,8
6_3_1,6_11_1,12,4
6_1_1,6_11_1,12,2
6_4_1,6_11_1,12,5
6_5_1,6_11_1,12,6
4_3_1,4_11_1,12,4
4_4_1,4_11_1,12,5
4_1_1,4_11_1,12,2
4_6_1,4_11_1,12,7
4_5_1,4_11_1,12,6
4_7_1,4_11_1,12,8
4_2_1,4_11_1,12,3
16_2_5,11_9_1,12,13
16_2_8,11_9_1,12,16
16_2_4,11_9_1,12,12
16_2_7,11_9_1,12,15
16_2_6,11_9_1,12,14
16_2_1,11_9_1,12,9
16_2_3,11_9_1,12,11
16_2_2,11_9_1,12,10
13_0_1,13_12_1,13,1
13_0_1,13_14_1,15,1
13_0_1,13_11_1,12,1
13_0_1,13_8_1,9,1
13_0_1,13_9_1,10,1
13_0_1,13_13_1,14,1
13_0_1,13_15_1,16,1
13_0_1,13_10_1,11,1
16_1_2,15_8_1,16,10
16_1_1,15_8_1,16,9
16_1_6,15_8_1,16,14
16_1_4,15_8_1,16,12
16_1_3,15_8_1,16,11
16_1_8,15_8_1,16,16
16_1_5,15_8_1,16,13
16_1_7,15_8_1,16,15
14_0_1,14_14_1,15,1
14_0_1,14_9_1,10,1
14_0_1,14_8_1,9,1
14_0_1,14_15_1,16,1
14_0_1,14_10_1,11,1
14_0_1,14_11_1,12,1
14_0_1,14_13_1,14,1
14_0_1,14_12_1,13,1
4_3_1,4_13_1,14,4
4_4_1,4_13_1,14,5
4_1_1,4_13_1,14,2
4_6_1,4_13_1,14,7
4_5_1,4_13_1,14,6
4_7_1,4_13_1,14,8
4_2_1,4_13_1,14,3
16_2_6,14_9_1,15,14
16_2_8,14_9_1,15,16
16_2_2,14_9_1,15,10
16_2_5,14_9_1,15,13
16_2_4,14_9_1,15,12
16_2_7,14_9_1,15,15
16_2_1,14_9_1,15,9
16_2_3,14_9_1,15,11
4_3_1,4_15_1,16,4
4_4_1,4_15_1,16,5
4_1_1,4_15_1,16,2
4_6_1,4_15_1,16,7
4_5_1,4_15_1,16,6
4_7_1,4_15_1,16,8
4_2_1,4_15_1,16,3
14_7_1,14_9_1,10,8
14_7_1,14_8_1,9,8
7_2_1,7_8_1,9,3
7_2_1,7_9_1,10,3
16_3_4,12_10_1,13,12
12_5_1,12_10_1,11,6
12_1_1,12_10_1,11,2
16_3_8,12_10_1,13,16
12_3_1,12_10_1,11,4
12_4_1,12_10_1,11,5
12_2_1,12_10_1,11,3
16_3_5,12_10_1,13,13
16_3_6,12_10_1,13,14
16_3_7,12_10_1,13,15
12_7_1,12_10_1,11,8
16_3_2,12_10_1,13,10
16_3_3,12_10_1,13,11
12_6_1,12_10_1,11,7
16_3_1,12_10_1,13,9
6_3_1,6_8_1,9,4
6_3_1,6_9_1,10,4
6_1_1,6_8_1,9,2
6_1_1,6_9_1,10,2
9_5_1,9_9_1,10,6
9_5_1,9_8_1,9,6
15_0_1,15_14_1,15,1
15_0_1,15_12_1,13,1
15_0_1,15_11_1,12,1
15_0_1,15_8_1,9,1
15_0_1,15_15_1,16,1
15_0_1,15_10_1,11,1
15_0_1,15_13_1,14,1
15_0_1,15_9_1,10,1
8_3_1,8_11_1,12,4
8_6_1,8_11_1,12,7
8_7_1,8_11_1,12,8
8_4_1,8_11_1,12,5
8_5_1,8_11_1,12,6
8_2_1,8_11_1,12,3
8_1_1,8_11_1,12,2
8_3_1,8_13_1,14,4
8_6_1,8_13_1,14,7
8_7_1,8_13_1,14,8
8_4_1,8_13_1,14,5
8_5_1,8_13_1,14,6
8_2_1,8_13_1,14,3
8_1_1,8_13_1,14,2
8_1_1,8_8_1,9,2
8_1_1,8_9_1,10,2
13_3_1,13_8_1,9,4
13_3_1,13_9_1,10,4
11_2_1,11_8_1,9,3
11_2_1,11_9_1,10,3
1_2_1,1_14_1,15,3
1_7_1,1_14_1,15,8
1_6_1,1_14_1,15,7
1_5_1,1_14_1,15,6
1_1_1,1_14_1,15,2
1_4_1,1_14_1,15,5
1_3_1,1_14_1,15,4
15_1_1,15_15_1,16,2
16_8_2,15_15_1,16,10
16_8_1,15_15_1,16,9
16_8_7,15_15_1,16,15
15_4_1,15_15_1,16,5
16_8_5,15_15_1,16,13
16_8_4,15_15_1,16,12
16_8_8,15_15_1,16,16
15_5_1,15_15_1,16,6
16_8_3,15_15_1,16,11
15_6_1,15_15_1,16,7
15_2_1,15_15_1,16,3
15_7_1,15_15_1,16,8
15_3_1,15_15_1,16,4
16_8_6,15_15_1,16,14
11_0_1,11_8_1,9,1
11_0_1,11_12_1,13,1
11_0_1,11_9_1,10,1
11_0_1,11_13_1,14,1
11_0_1,11_11_1,12,1
11_0_1,11_14_1,15,1
11_0_1,11_10_1,11,1
11_0_1,11_15_1,16,1
1_2_1,1_12_1,13,3
1_7_1,1_12_1,13,8
1_6_1,1_12_1,13,7
1_5_1,1_12_1,13,6
1_1_1,1_12_1,13,2
1_4_1,1_12_1,13,5
1_3_1,1_12_1,13,4
1_2_1,1_10_1,11,3
1_7_1,1_10_1,11,8
1_6_1,1_10_1,11,7
1_5_1,1_10_1,11,6
1_1_1,1_10_1,11,2
1_4_1,1_10_1,11,5
1_3_1,1_10_1,11,4
10_4_1,10_11_1,12,5
16_4_6,10_11_1,11,14
10_1_1,10_11_1,12,2
16_4_8,10_11_1,11,16
16_4_7,10_11_1,11,15
16_4_3,10_11_1,11,11
16_4_5,10_11_1,11,13
16_4_4,10_11_1,11,12
16_4_2,10_11_1,11,10
16_4_1,10_11_1,11,9
10_3_1,10_11_1,12,4
10_7_1,10_11_1,12,8
10_5_1,10_11_1,12,6
10_2_1,10_11_1,12,3
10_6_1,10_11_1,12,7
6_7_1,6_8_1,9,8
6_7_1,6_9_1,10,8
10_4_1,10_13_1,14,5
16_6_8,10_13_1,11,16
10_1_1,10_13_1,14,2
16_6_6,10_13_1,11,14
16_6_2,10_13_1,11,10
16_6_1,10_13_1,11,9
16_6_3,10_13_1,11,11
10_3_1,10_13_1,14,4
16_6_5,10_13_1,11,13
16_6_4,10_13_1,11,12
16_6_7,10_13_1,11,15
10_7_1,10_13_1,14,8
10_5_1,10_13_1,14,6
10_2_1,10_13_1,14,3
10_6_1,10_13_1,14,7
6_5_1,6_8_1,9,6
6_5_1,6_9_1,10,6
12_1_1,12_8_1,9,2
12_1_1,12_9_1,10,2
9_2_1,9_9_1,10,3
