id,layer,dpid
32_15_11,0,0000000000200f0b
32_16_13,0,000000000020100d
32_1_8,0,0000000000200108
32_1_9,0,0000000000200109
32_1_4,0,0000000000200104
32_1_5,0,0000000000200105
32_1_6,0,0000000000200106
32_1_7,0,0000000000200107
32_1_1,0,0000000000200101
32_1_2,0,0000000000200102
32_1_3,0,0000000000200103
32_14_13,0,0000000000200e0d
32_13_13,0,0000000000200d0d
32_7_8,0,0000000000200708
32_7_9,0,0000000000200709
32_7_6,0,0000000000200706
32_7_7,0,0000000000200707
32_7_4,0,0000000000200704
32_7_5,0,0000000000200705
32_7_2,0,0000000000200702
32_7_3,0,0000000000200703
32_7_1,0,0000000000200701
24_18_1,1,0000000000181201
30_22_1,1,00000000001e1601
16_25_1,1,0000000000101901
20_18_1,1,0000000000141201
14_26_1,1,00000000000e1a01
24_16_1,1,0000000000181001
6_18_1,1,0000000000061201
25_20_1,1,0000000000191401
16_23_1,1,0000000000101701
9_19_1,1,0000000000091301
26_31_1,1,00000000001a1f01
14_20_1,1,00000000000e1401
23_20_1,1,0000000000171401
2_23_1,1,0000000000021701
4_20_1,1,0000000000041401
0_18_1,1,0000000000001201
2_21_1,1,0000000000021501
4_22_1,1,0000000000041601
1_31_1,1,0000000000011f01
13_30_1,1,00000000000d1e01
28_18_1,1,00000000001c1201
6_31_1,1,0000000000061f01
25_26_1,1,0000000000191a01
27_28_1,1,00000000001b1c01
11_19_1,1,00000000000b1301
15_19_1,1,00000000000f1301
30_28_1,1,00000000001e1c01
22_19_1,1,0000000000161301
25_28_1,1,0000000000191c01
11_17_1,1,00000000000b1101
6_16_1,1,0000000000061001
7_31_1,1,0000000000071f01
16_27_1,1,0000000000101b01
11_23_1,1,00000000000b1701
14_24_1,1,00000000000e1801
2_29_1,1,0000000000021d01
30_20_1,1,00000000001e1401
30_25_1,1,00000000001e1901
26_17_1,1,00000000001a1101
2_27_1,1,0000000000021b01
11_18_1,1,00000000000b1201
27_22_1,1,00000000001b1601
22_20_1,1,0000000000161401
7_17_1,1,0000000000071101
27_20_1,1,00000000001b1401
22_17_1,1,0000000000161101
22_22_1,1,0000000000161601
2_25_1,1,0000000000021901
17_18_1,1,0000000000111201
14_29_1,1,00000000000e1d01
27_26_1,1,00000000001b1a01
27_24_1,1,00000000001b1801
22_24_1,1,0000000000161801
16_28_1,1,0000000000101c01
13_29_1,1,00000000000d1d01
25_22_1,1,0000000000191601
20_31_1,1,0000000000141f01
21_27_1,1,0000000000151b01
3_30_1,1,0000000000031e01
13_16_1,1,00000000000d1001
21_21_1,1,0000000000151501
17_21_1,1,0000000000111501
11_21_1,1,00000000000b1501
16_20_1,1,0000000000101401
31_16_1,1,00000000001f1001
15_30_1,1,00000000000f1e01
17_16_1,1,0000000000111001
30_21_1,1,00000000001e1501
6_19_1,1,0000000000061301
7_19_1,1,0000000000071301
18_19_1,1,0000000000121301
9_31_1,1,0000000000091f01
14_23_1,1,00000000000e1701
30_27_1,1,00000000001e1b01
17_25_1,1,0000000000111901
10_24_1,1,00000000000a1801
10_26_1,1,00000000000a1a01
26_18_1,1,00000000001a1201
22_26_1,1,0000000000161a01
0_16_1,1,0000000000001001
22_31_1,1,0000000000161f01
10_28_1,1,00000000000a1c01
5_16_1,1,0000000000051001
22_28_1,1,0000000000161c01
27_29_1,1,00000000001b1d01
21_25_1,1,0000000000151901
23_26_1,1,0000000000171a01
17_27_1,1,0000000000111b01
11_27_1,1,00000000000b1b01
9_16_1,1,0000000000091001
0_30_1,1,0000000000001e01
21_28_1,1,0000000000151c01
5_30_1,1,0000000000051e01
8_31_1,1,0000000000081f01
17_30_1,1,0000000000111e01
10_20_1,1,00000000000a1401
15_20_1,1,00000000000f1401
7_16_1,1,0000000000071001
13_19_1,1,00000000000d1301
23_29_1,1,0000000000171d01
10_22_1,1,00000000000a1601
14_27_1,1,00000000000e1b01
26_30_1,1,00000000001a1e01
7_30_1,1,0000000000071e01
9_18_1,1,0000000000091201
29_16_1,1,00000000001d1001
14_21_1,1,00000000000e1501
29_31_1,1,00000000001d1f01
30_23_1,1,00000000001e1701
21_22_1,1,0000000000151601
19_30_1,1,0000000000131e01
3_18_1,1,0000000000031201
23_21_1,1,0000000000171501
0_19_1,1,0000000000001301
25_25_1,1,0000000000191901
30_29_1,1,00000000001e1d01
9_27_1,1,0000000000091b01
13_31_1,1,00000000000d1f01
30_24_1,1,00000000001e1801
6_17_1,1,0000000000061101
25_27_1,1,0000000000191b01
22_18_1,1,0000000000161201
24_29_1,1,0000000000181d01
14_25_1,1,00000000000e1901
31_19_1,1,00000000001f1301
3_17_1,1,0000000000031101
25_29_1,1,0000000000191d01
8_27_1,1,0000000000081b01
9_30_1,1,0000000000091e01
18_16_1,1,0000000000121001
14_28_1,1,00000000000e1c01
24_25_1,1,0000000000181901
22_21_1,1,0000000000161501
31_30_1,1,00000000001f1e01
17_19_1,1,0000000000111301
11_28_1,1,00000000000b1c01
29_19_1,1,00000000001d1301
22_16_1,1,0000000000161001
19_16_1,1,0000000000131001
0_31_1,1,0000000000001f01
4_19_1,1,0000000000041301
25_23_1,1,0000000000191701
6_30_1,1,0000000000061e01
22_25_1,1,0000000000161901
3_31_1,1,0000000000031f01
21_26_1,1,0000000000151a01
11_26_1,1,00000000000b1a01
26_16_1,1,00000000001a1001
11_24_1,1,00000000000b1801
17_20_1,1,0000000000111401
24_23_1,1,0000000000181701
5_19_1,1,0000000000051301
16_16_1,1,0000000000101001
1_22_1,1,0000000000011601
21_20_1,1,0000000000151401
17_17_1,1,0000000000111101
14_22_1,1,00000000000e1601
1_17_1,1,0000000000011101
17_22_1,1,0000000000111601
24_21_1,1,0000000000181501
7_18_1,1,0000000000071201
19_18_1,1,0000000000131201
1_20_1,1,0000000000011401
17_24_1,1,0000000000111801
24_27_1,1,0000000000181b01
4_16_1,1,0000000000041001
31_17_1,1,00000000001f1101
18_18_1,1,0000000000121201
1_26_1,1,0000000000011a01
22_27_1,1,0000000000161b01
20_27_1,1,0000000000141b01
18_30_1,1,0000000000121e01
28_25_1,1,00000000001c1901
22_29_1,1,0000000000161d01
20_25_1,1,0000000000141901
28_23_1,1,00000000001c1701
12_30_1,1,00000000000c1e01
22_30_1,1,0000000000161e01
11_22_1,1,00000000000b1601
5_17_1,1,0000000000051101
21_24_1,1,0000000000151801
11_20_1,1,00000000000b1401
1_24_1,1,0000000000011801
12_19_1,1,00000000000c1301
5_31_1,1,0000000000051f01
16_19_1,1,0000000000101301
15_28_1,1,00000000000f1c01
2_18_1,1,0000000000021201
12_17_1,1,00000000000c1101
17_26_1,1,0000000000111a01
15_26_1,1,00000000000f1a01
17_31_1,1,0000000000111f01
2_16_1,1,0000000000021001
1_28_1,1,0000000000011c01
17_28_1,1,0000000000111c01
21_29_1,1,0000000000151d01
20_29_1,1,0000000000141d01
4_30_1,1,0000000000041e01
28_27_1,1,00000000001c1b01
20_20_1,1,0000000000141401
29_30_1,1,00000000001d1e01
29_17_1,1,00000000001d1101
23_17_1,1,0000000000171101
19_31_1,1,0000000000131f01
5_18_1,1,0000000000051201
28_28_1,1,00000000001c1c01
21_23_1,1,0000000000151701
3_19_1,1,0000000000031301
15_21_1,1,00000000000f1501
30_16_1,1,00000000001e1001
24_28_1,1,0000000000181c01
20_24_1,1,0000000000141801
27_31_1,1,00000000001b1f01
3_16_1,1,0000000000031001
28_20_1,1,00000000001c1401
31_31_1,1,00000000001f1f01
20_22_1,1,0000000000141601
8_19_1,1,0000000000081301
24_26_1,1,0000000000181a01
24_24_1,1,0000000000181801
27_18_1,1,00000000001b1201
23_25_1,1,0000000000171901
23_18_1,1,0000000000171201
28_31_1,1,00000000001c1f01
19_17_1,1,0000000000131101
15_23_1,1,00000000000f1701
27_16_1,1,00000000001b1001
11_29_1,1,00000000000b1d01
16_31_1,1,0000000000101f01
18_31_1,1,0000000000121f01
4_18_1,1,0000000000041201
29_18_1,1,00000000001d1201
7_23_1,1,0000000000071701
1_23_1,1,0000000000011701
26_28_1,1,00000000001a1c01
11_25_1,1,00000000000b1901
16_17_1,1,0000000000101101
19_19_1,1,0000000000131301
1_21_1,1,0000000000011501
1_18_1,1,0000000000011201
24_22_1,1,0000000000181601
30_26_1,1,00000000001e1a01
4_17_1,1,0000000000041101
1_27_1,1,0000000000011b01
1_16_1,1,0000000000011001
24_20_1,1,0000000000181401
0_25_1,1,0000000000001901
7_25_1,1,0000000000071901
28_24_1,1,00000000001c1801
20_28_1,1,0000000000141c01
23_30_1,1,0000000000171e01
9_29_1,1,0000000000091d01
8_17_1,1,0000000000081101
8_24_1,1,0000000000081801
0_27_1,1,0000000000001b01
7_27_1,1,0000000000071b01
28_22_1,1,00000000001c1601
20_26_1,1,0000000000141a01
13_27_1,1,00000000000d1b01
8_26_1,1,0000000000081a01
7_21_1,1,0000000000071501
12_31_1,1,00000000000c1f01
31_22_1,1,00000000001f1601
8_20_1,1,0000000000081401
10_31_1,1,00000000000a1f01
15_27_1,1,00000000000f1b01
26_27_1,1,00000000001a1b01
30_19_1,1,00000000001e1301
8_28_1,1,0000000000081c01
9_25_1,1,0000000000091901
15_25_1,1,00000000000f1901
26_21_1,1,00000000001a1501
12_18_1,1,00000000000c1201
1_25_1,1,0000000000011901
16_18_1,1,0000000000101201
2_19_1,1,0000000000021301
12_16_1,1,00000000000c1001
0_29_1,1,0000000000001d01
4_31_1,1,0000000000041f01
28_26_1,1,00000000001c1a01
26_23_1,1,00000000001a1701
2_17_1,1,0000000000021101
1_29_1,1,0000000000011d01
0_22_1,1,0000000000001601
20_21_1,1,0000000000141501
13_24_1,1,00000000000d1801
13_21_1,1,00000000000d1501
3_22_1,1,0000000000031601
23_16_1,1,0000000000171001
6_21_1,1,0000000000061501
8_22_1,1,0000000000081601
13_26_1,1,00000000000d1a01
3_24_1,1,0000000000031801
7_28_1,1,0000000000071c01
10_19_1,1,00000000000a1301
13_20_1,1,00000000000d1401
13_22_1,1,00000000000d1601
15_29_1,1,00000000000f1d01
26_25_1,1,00000000001a1901
28_29_1,1,00000000001c1d01
9_21_1,1,0000000000091501
6_29_1,1,0000000000061d01
16_30_1,1,0000000000101e01
31_25_1,1,00000000001f1901
25_21_1,1,0000000000191501
23_24_1,1,0000000000171801
6_27_1,1,0000000000061b01
14_18_1,1,00000000000e1201
31_27_1,1,00000000001f1b01
28_21_1,1,00000000001c1501
6_25_1,1,0000000000061901
27_30_1,1,00000000001b1e01
20_23_1,1,0000000000141701
10_17_1,1,00000000000a1101
0_26_1,1,0000000000001a01
31_21_1,1,00000000001f1501
31_23_1,1,00000000001f1701
25_30_1,1,0000000000191e01
6_23_1,1,0000000000061701
3_20_1,1,0000000000031401
0_20_1,1,0000000000001401
27_19_1,1,00000000001b1301
23_19_1,1,0000000000171301
3_29_1,1,0000000000031d01
8_18_1,1,0000000000081201
22_23_1,1,0000000000161701
27_17_1,1,00000000001b1101
14_31_1,1,00000000000e1f01
30_31_1,1,00000000001e1f01
15_24_1,1,00000000000f1801
8_16_1,1,0000000000081001
29_29_1,1,00000000001d1d01
23_22_1,1,0000000000171601
15_22_1,1,00000000000f1601
9_26_1,1,0000000000091a01
5_26_1,1,0000000000051a01
29_21_1,1,00000000001d1501
29_23_1,1,00000000001d1701
5_24_1,1,0000000000051801
26_29_1,1,00000000001a1d01
25_18_1,1,0000000000191201
5_22_1,1,0000000000051601
5_20_1,1,0000000000051401
3_27_1,1,0000000000031b01
31_28_1,1,00000000001f1c01
5_29_1,1,0000000000051d01
19_26_1,1,0000000000131a01
7_24_1,1,0000000000071801
30_17_1,1,00000000001e1101
17_23_1,1,0000000000111701
28_17_1,1,00000000001c1101
13_28_1,1,00000000000d1c01
8_25_1,1,0000000000081901
0_24_1,1,0000000000001801
7_26_1,1,0000000000071a01
21_19_1,1,0000000000151301
25_16_1,1,0000000000191001
19_24_1,1,0000000000131801
29_25_1,1,00000000001d1901
9_28_1,1,0000000000091c01
7_20_1,1,0000000000071401
7_22_1,1,0000000000071601
10_30_1,1,00000000000a1e01
29_27_1,1,00000000001d1b01
8_21_1,1,0000000000081501
30_18_1,1,00000000001e1201
26_24_1,1,00000000001a1801
9_24_1,1,0000000000091801
26_26_1,1,00000000001a1a01
1_19_1,1,0000000000011301
19_22_1,1,0000000000131601
18_20_1,1,0000000000121401
0_28_1,1,0000000000001c01
26_20_1,1,00000000001a1401
26_22_1,1,00000000001a1601
23_31_1,1,0000000000171f01
19_20_1,1,0000000000131401
18_22_1,1,0000000000121601
21_30_1,1,0000000000151e01
8_23_1,1,0000000000081701
31_29_1,1,00000000001f1d01
3_23_1,1,0000000000031701
0_23_1,1,0000000000001701
19_28_1,1,0000000000131c01
6_22_1,1,0000000000061601
6_20_1,1,0000000000061401
9_22_1,1,0000000000091601
12_28_1,1,00000000000c1c01
3_25_1,1,0000000000031901
21_16_1,1,0000000000151001
20_16_1,1,0000000000141001
10_18_1,1,00000000000a1201
9_20_1,1,0000000000091401
24_31_1,1,0000000000181f01
18_28_1,1,0000000000121c01
8_29_1,1,0000000000081d01
13_23_1,1,00000000000d1701
7_29_1,1,0000000000071d01
31_24_1,1,00000000001f1801
18_24_1,1,0000000000121801
12_22_1,1,00000000000c1601
2_30_1,1,0000000000021e01
4_25_1,1,0000000000041901
4_27_1,1,0000000000041b01
11_30_1,1,00000000000b1e01
31_26_1,1,00000000001f1a01
15_17_1,1,00000000000f1101
6_28_1,1,0000000000061c01
12_20_1,1,00000000000c1401
14_19_1,1,00000000000e1301
10_16_1,1,00000000000a1001
4_29_1,1,0000000000041d01
31_20_1,1,00000000001f1401
0_21_1,1,0000000000001501
18_26_1,1,0000000000121a01
6_26_1,1,0000000000061a01
12_26_1,1,00000000000c1a01
12_24_1,1,00000000000c1801
3_21_1,1,0000000000031501
6_24_1,1,0000000000061801
5_21_1,1,0000000000051501
16_24_1,1,0000000000101801
24_19_1,1,0000000000181301
20_19_1,1,0000000000141301
16_22_1,1,0000000000101601
4_21_1,1,0000000000041501
13_25_1,1,00000000000d1901
9_23_1,1,0000000000091701
1_30_1,1,0000000000011e01
14_30_1,1,00000000000e1e01
2_22_1,1,0000000000021601
4_23_1,1,0000000000041701
30_30_1,1,00000000001e1e01
29_28_1,1,00000000001d1c01
18_17_1,1,0000000000121101
5_27_1,1,0000000000051b01
28_19_1,1,00000000001c1301
15_18_1,1,00000000000f1201
27_25_1,1,00000000001b1901
11_16_1,1,00000000000b1001
5_25_1,1,0000000000051901
29_22_1,1,00000000001d1601
14_16_1,1,00000000000e1001
3_26_1,1,0000000000031a01
5_23_1,1,0000000000051701
25_19_1,1,0000000000191301
12_29_1,1,00000000000c1d01
25_31_1,1,0000000000191f01
3_28_1,1,0000000000031c01
2_28_1,1,0000000000021c01
16_26_1,1,0000000000101a01
27_23_1,1,00000000001b1701
5_28_1,1,0000000000051c01
2_20_1,1,0000000000021401
19_27_1,1,0000000000131b01
19_25_1,1,0000000000131901
29_24_1,1,00000000001d1801
27_21_1,1,00000000001b1501
21_18_1,1,0000000000151201
2_26_1,1,0000000000021a01
2_24_1,1,0000000000021801
29_26_1,1,00000000001d1a01
27_27_1,1,00000000001b1b01
20_30_1,1,0000000000141e01
25_17_1,1,0000000000191101
16_29_1,1,0000000000101d01
19_29_1,1,0000000000131d01
29_20_1,1,00000000001d1401
28_30_1,1,00000000001c1e01
13_17_1,1,00000000000d1101
25_24_1,1,0000000000191801
23_23_1,1,0000000000171701
28_16_1,1,00000000001c1001
21_31_1,1,0000000000151f01
19_23_1,1,0000000000131701
16_21_1,1,0000000000101501
18_21_1,1,0000000000121501
19_21_1,1,0000000000131501
15_31_1,1,00000000000f1f01
21_17_1,1,0000000000151101
10_25_1,1,00000000000a1901
12_25_1,1,00000000000c1901
24_30_1,1,0000000000181e01
0_17_1,1,0000000000001101
20_17_1,1,0000000000141101
14_17_1,1,00000000000e1101
18_29_1,1,0000000000121d01
10_27_1,1,00000000000a1b01
26_19_1,1,00000000001a1301
23_27_1,1,0000000000171b01
10_29_1,1,00000000000a1d01
12_23_1,1,00000000000c1701
4_24_1,1,0000000000041801
18_23_1,1,0000000000121701
12_21_1,1,00000000000c1501
13_18_1,1,00000000000d1201
9_17_1,1,0000000000091101
18_25_1,1,0000000000121901
15_16_1,1,00000000000f1001
18_27_1,1,0000000000121b01
10_21_1,1,00000000000a1501
2_31_1,1,0000000000021f01
12_27_1,1,00000000000c1b01
4_26_1,1,0000000000041a01
11_31_1,1,00000000000b1f01
31_18_1,1,00000000001f1201
8_30_1,1,0000000000081e01
17_29_1,1,0000000000111d01
10_23_1,1,00000000000a1701
23_28_1,1,0000000000171c01
4_28_1,1,0000000000041c01
24_17_1,1,0000000000181101
18_5_1,2,0000000000120501
24_2_1,2,0000000000180201
19_1_1,2,0000000000130101
11_13_1,2,00000000000b0d01
11_11_1,2,00000000000b0b01
24_0_1,2,0000000000180001
19_7_1,2,0000000000130701
13_12_1,2,00000000000d0c01
24_14_1,2,0000000000180e01
16_12_1,2,0000000000100c01
24_6_1,2,0000000000180601
24_4_1,2,0000000000180401
24_12_1,2,0000000000180c01
8_2_1,2,0000000000080201
15_12_1,2,00000000000f0c01
25_13_1,2,0000000000190d01
9_11_1,2,0000000000090b01
26_12_1,2,00000000001a0c01
6_12_1,2,0000000000060c01
22_0_1,2,0000000000160001
6_10_1,2,0000000000060a01
20_14_1,2,0000000000140e01
17_10_1,2,0000000000110a01
18_1_1,2,0000000000120101
6_14_1,2,0000000000060e01
17_12_1,2,0000000000110c01
16_3_1,2,0000000000100301
19_3_1,2,0000000000130301
11_15_1,2,00000000000b0f01
18_7_1,2,0000000000120701
7_15_1,2,0000000000070f01
22_8_1,2,0000000000160801
30_5_1,2,00000000001e0501
22_13_1,2,0000000000160d01
5_1_1,2,0000000000050101
26_11_1,2,00000000001a0b01
31_12_1,2,00000000001f0c01
19_8_1,2,0000000000130801
22_15_1,2,0000000000160f01
28_7_1,2,00000000001c0701
1_13_1,2,0000000000010d01
5_3_1,2,0000000000050301
30_1_1,2,00000000001e0101
30_3_1,2,00000000001e0301
5_5_1,2,0000000000050501
30_8_1,2,00000000001e0801
15_15_1,2,00000000000f0f01
17_14_1,2,0000000000110e01
7_7_1,2,0000000000070701
5_14_1,2,0000000000050e01
28_13_1,2,00000000001c0d01
31_14_1,2,00000000001f0e01
20_7_1,2,0000000000140701
28_11_1,2,00000000001c0b01
7_5_1,2,0000000000070501
13_10_1,2,00000000000d0a01
20_5_1,2,0000000000140501
28_15_1,2,00000000001c0f01
7_1_1,2,0000000000070101
31_10_1,2,00000000001f0a01
19_4_1,2,0000000000130401
26_4_1,2,00000000001a0401
20_3_1,2,0000000000140301
7_12_1,2,0000000000070c01
5_12_1,2,0000000000050c01
2_8_1,2,0000000000020801
28_3_1,2,00000000001c0301
0_14_1,2,0000000000000e01
29_14_1,2,00000000001d0e01
5_10_1,2,0000000000050a01
2_1_1,2,0000000000020101
20_9_1,2,0000000000140901
5_7_1,2,0000000000050701
18_3_1,2,0000000000120301
22_5_1,2,0000000000160501
5_9_1,2,0000000000050901
0_10_1,2,0000000000000a01
10_9_1,2,00000000000a0901
0_12_1,2,0000000000000c01
7_9_1,2,0000000000070901
13_14_1,2,00000000000d0e01
20_1_1,2,0000000000140101
1_7_1,2,0000000000010701
29_12_1,2,00000000001d0c01
26_6_1,2,00000000001a0601
27_7_1,2,00000000001b0701
1_1_1,2,0000000000010101
18_9_1,2,0000000000120901
22_11_1,2,0000000000160b01
2_9_1,2,0000000000020901
26_2_1,2,00000000001a0201
9_14_1,2,0000000000090e01
14_0_1,2,00000000000e0001
9_12_1,2,0000000000090c01
7_10_1,2,0000000000070a01
2_4_1,2,0000000000020401
24_1_1,2,0000000000180101
19_0_1,2,0000000000130001
29_3_1,2,00000000001d0301
18_4_1,2,0000000000120401
6_15_1,2,0000000000060f01
14_3_1,2,00000000000e0301
30_9_1,2,00000000001e0901
27_5_1,2,00000000001b0501
24_7_1,2,0000000000180701
19_6_1,2,0000000000130601
22_10_1,2,0000000000160a01
29_10_1,2,00000000001d0a01
29_1_1,2,00000000001d0101
30_15_1,2,00000000001e0f01
1_5_1,2,0000000000010501
22_12_1,2,0000000000160c01
13_13_1,2,00000000000d0d01
22_1_1,2,0000000000160101
6_13_1,2,0000000000060d01
3_13_1,2,0000000000030d01
19_12_1,2,0000000000130c01
19_10_1,2,0000000000130a01
22_3_1,2,0000000000160301
1_8_1,2,0000000000010801
3_15_1,2,0000000000030f01
9_10_1,2,0000000000090a01
29_7_1,2,00000000001d0701
