node1,node2,port1,port2
8_2_2,4_5_1,5,6
8_2_1,4_5_1,5,5
8_2_4,4_5_1,5,8
3_3_1,3_5_1,6,4
3_3_1,3_6_1,7,4
3_3_1,3_4_1,5,4
3_3_1,3_7_1,8,4
8_4_3,7_7_1,8,7
8_4_1,7_7_1,8,5
8_4_2,7_7_1,8,6
8_4_4,7_7_1,8,8
8_1_4,4_4_1,5,8
8_1_1,4_4_1,5,5
8_1_2,4_4_1,5,6
8_1_3,4_4_1,5,7
8_3_2,1_6_1,2,6
8_3_3,1_6_1,2,7
8_3_4,1_6_1,2,8
8_3_1,1_6_1,2,5
3_1_1,3_7_1,8,2
3_1_1,3_5_1,6,2
3_1_1,3_6_1,7,2
3_1_1,3_4_1,5,2
1_0_1,1_7_1,8,1
1_0_1,1_6_1,7,1
1_0_1,1_5_1,6,1
1_0_1,1_4_1,5,1
8_3_2,6_6_1,7,6
8_3_3,6_6_1,7,7
8_3_1,6_6_1,7,5
8_3_4,6_6_1,7,8
8_4_1,3_7_1,4,5
8_4_3,3_7_1,4,7
8_4_2,3_7_1,4,6
8_4_4,3_7_1,4,8
7_3_1,7_4_1,5,4
7_3_1,7_6_1,7,4
7_3_1,7_7_1,8,4
7_3_1,7_5_1,6,4
8_3_2,4_6_1,5,6
8_3_3,4_6_1,5,7
8_3_1,4_6_1,5,5
8_3_4,4_6_1,5,8
7_1_1,7_6_1,7,2
7_1_1,7_4_1,5,2
7_1_1,7_7_1,8,2
7_1_1,7_5_1,6,2
8_1_4,6_4_1,7,8
8_1_1,6_4_1,7,5
8_1_2,6_4_1,7,6
8_1_3,6_4_1,7,7
2_3_1,2_5_1,6,4
2_3_1,2_4_1,5,4
2_3_1,2_6_1,7,4
2_3_1,2_7_1,8,4
8_2_3,2_5_1,3,7
8_2_2,2_5_1,3,6
8_2_1,2_5_1,3,5
8_2_4,2_5_1,3,8
2_1_1,2_4_1,5,2
2_1_1,2_7_1,8,2
2_1_1,2_5_1,6,2
2_1_1,2_6_1,7,2
8_4_1,5_7_1,6,5
8_4_3,5_7_1,6,7
8_4_2,5_7_1,6,6
8_4_4,5_7_1,6,8
5_2_1,5_6_1,7,3
5_2_1,5_5_1,6,3
5_2_1,5_7_1,8,3
5_2_1,5_4_1,5,3
4_0_1,4_4_1,5,1
4_0_1,4_6_1,7,1
4_0_1,4_5_1,6,1
4_0_1,4_7_1,8,1
8_2_3,7_5_1,8,7
8_2_2,7_5_1,8,6
8_2_1,7_5_1,8,5
8_2_4,7_5_1,8,8
8_1_1,1_4_1,2,5
8_1_4,1_4_1,2,8
8_1_2,1_4_1,2,6
8_1_3,1_4_1,2,7
4_2_1,4_7_1,8,3
4_2_1,4_4_1,5,3
4_2_1,4_6_1,7,3
4_2_1,4_5_1,6,3
8_4_1,1_7_1,2,5
8_4_3,1_7_1,2,7
8_4_2,1_7_1,2,6
8_4_4,1_7_1,2,8
8_1_4,7_4_1,8,8
8_1_1,7_4_1,8,5
8_1_2,7_4_1,8,6
8_1_3,7_4_1,8,7
8_1_4,0_4_1,1,8
8_1_1,0_4_1,1,5
8_1_2,0_4_1,1,6
8_1_3,0_4_1,1,7
3_2_1,3_7_1,8,3
3_2_1,3_6_1,7,3
3_2_1,3_4_1,5,3
3_2_1,3_5_1,6,3
1_1_1,1_5_1,6,2
1_1_1,1_7_1,8,2
1_1_1,1_6_1,7,2
1_1_1,1_4_1,5,2
7_2_1,7_6_1,7,3
7_2_1,7_4_1,5,3
7_2_1,7_7_1,8,3
7_2_1,7_5_1,6,3
8_4_1,2_7_1,3,5
8_4_3,2_7_1,3,7
8_4_2,2_7_1,3,6
8_4_4,2_7_1,3,8
0_0_1,0_5_1,6,1
0_0_1,0_7_1,8,1
0_0_1,0_4_1,5,1
0_0_1,0_6_1,7,1
8_3_2,3_6_1,4,6
8_3_1,3_6_1,4,5
8_3_4,3_6_1,4,8
8_3_3,3_6_1,4,7
0_2_1,0_5_1,6,3
0_2_1,0_4_1,5,3
0_2_1,0_7_1,8,3
0_2_1,0_6_1,7,3
8_1_4,3_4_1,4,8
8_1_3,3_4_1,4,7
8_1_1,3_4_1,4,5
8_1_2,3_4_1,4,6
7_0_1,7_4_1,5,1
7_0_1,7_7_1,8,1
7_0_1,7_6_1,7,1
7_0_1,7_5_1,6,1
8_1_4,2_4_1,3,8
8_1_1,2_4_1,3,5
8_1_2,2_4_1,3,6
8_1_3,2_4_1,3,7
8_2_3,1_5_1,2,7
8_2_2,1_5_1,2,6
8_2_1,1_5_1,2,5
8_2_4,1_5_1,2,8
8_3_2,7_6_1,8,6
8_3_3,7_6_1,8,7
8_3_1,7_6_1,8,5
8_3_4,7_6_1,8,8
1_3_1,1_7_1,8,4
1_3_1,1_6_1,7,4
1_3_1,1_5_1,6,4
1_3_1,1_4_1,5,4
8_4_3,0_7_1,1,7
8_4_1,0_7_1,1,5
8_4_2,0_7_1,1,6
8_4_4,0_7_1,1,8
0_1_1,0_5_1,6,2
0_1_1,0_4_1,5,2
0_1_1,0_7_1,8,2
0_1_1,0_6_1,7,2
5_3_1,5_6_1,7,4
5_3_1,5_5_1,6,4
5_3_1,5_7_1,8,4
5_3_1,5_4_1,5,4
2_0_1,2_4_1,5,1
2_0_1,2_7_1,8,1
2_0_1,2_5_1,6,1
2_0_1,2_6_1,7,1
0_3_1,0_7_1,8,4
0_3_1,0_4_1,5,4
0_3_1,0_5_1,6,4
0_3_1,0_6_1,7,4
8_3_2,2_6_1,3,6
8_3_1,2_6_1,3,5
8_3_4,2_6_1,3,8
8_3_3,2_6_1,3,7
